ModelID,ProfileID,ProfileType
ACH-001163,PR-50EY5A,rna
ACH-001163,PR-jGkzxR,dna
ACH-001066,PR-2eSD2x,dna
ACH-000590,PR-3C794r,rna
ACH-000590,PR-XTCfjw,dna
ACH-002167,PR-YWqJ3X,dna
ACH-002669,PR-eZ3iv8,rna
ACH-002669,PR-oWDWeY,dna
ACH-000569,PR-QZIc8h,rna
ACH-000569,PR-TLmgkJ,dna
ACH-000842,PR-j7lHHZ,rna
ACH-000842,PR-KFQhY1,dna
ACH-000792,PR-RMpAVe,rna
ACH-000792,PR-JJZgHy,dna
ACH-001411,PR-hK7xqW,rna
ACH-001411,PR-naG97a,dna
ACH-001385,PR-hbv2Dm,rna
ACH-001385,PR-uxMCaY,dna
ACH-001696,PR-sdHa0I,rna
ACH-001696,PR-GsPeEV,dna
ACH-000568,PR-EcZOOx,rna
ACH-000568,PR-cJ5K5i,dna
ACH-002268,PR-yBALA0,dna
ACH-002256,PR-mWFxwu,dna
ACH-002312,PR-WQDDwP,dna
ACH-001390,PR-WYy5Ty,rna
ACH-001390,PR-LccvHb,dna
ACH-002370,PR-RgsbUW,dna
ACH-001350,PR-vKyC7c,rna
ACH-001350,PR-uIFwjz,dna
ACH-000763,PR-8LFywS,rna
ACH-000763,PR-f99RFb,dna
ACH-000238,PR-rhV7Hn,rna
ACH-000238,PR-ez1rNy,dna
ACH-000873,PR-kl468e,rna
ACH-000873,PR-sDMrS8,dna
ACH-000459,PR-DHDwYM,rna
ACH-000459,PR-MFjhsh,dna
ACH-000052,PR-AsIpQ0,rna
ACH-000052,PR-gCB400,dna
ACH-000977,PR-KQ9B2h,rna
ACH-000977,PR-lCk8Gk,dna
ACH-000255,PR-M3Eg0W,rna
ACH-000255,PR-U5IgY1,dna
ACH-001648,PR-xOQnA3,rna
ACH-001648,PR-vnMZQb,dna
ACH-001481,PR-FfTeLb,rna
ACH-001481,PR-MedeG1,dna
ACH-000048,PR-z7HLNq,rna
ACH-000048,PR-zRKqjo,dna
ACH-001068,PR-Rm18e9,rna
ACH-001068,PR-BVIhZQ,dna
ACH-002210,PR-XiLnRf,dna
ACH-002156,PR-27KADa,dna
ACH-000846,PR-JDHoPU,rna
ACH-000846,PR-gnBXqc,dna
ACH-000287,PR-ReLpoZ,rna
ACH-000287,PR-ZviR3O,dna
ACH-000661,PR-2Jjiec,rna
ACH-000661,PR-QZhuij,dna
ACH-001118,PR-ML7pWk,dna
ACH-001367,PR-fc5apw,rna
ACH-001367,PR-PXfH6L,dna
ACH-000988,PR-Akhd2Z,rna
ACH-000988,PR-LBnrNX,dna
ACH-000334,PR-mousml,rna
ACH-000334,PR-yEZYvr,dna
ACH-002245,PR-v3s6l2,dna
ACH-000319,PR-wkG2Wq,rna
ACH-000319,PR-OY1uJm,dna
ACH-002742,PR-Dv30PI,rna
ACH-002742,PR-xvVaOM,dna
ACH-001129,PR-B9MV6y,rna
ACH-001129,PR-mOBSvv,dna
ACH-001064,PR-QjtQz3,dna
ACH-000114,PR-afq7Fp,rna
ACH-000114,PR-Nq0Q5F,dna
ACH-000886,PR-Ueo2RW,rna
ACH-000886,PR-ZrElIU,dna
ACH-001765,PR-H0Qdqb,rna
ACH-001765,PR-1yNVXd,dna
ACH-000373,PR-vigXjr,rna
ACH-000373,PR-9KHiXV,dna
ACH-002399,PR-yysAyO,dna
ACH-001864,PR-Vas5QC,rna
ACH-001864,PR-D0lSrO,dna
ACH-000433,PR-I8qkql,rna
ACH-000433,PR-0NLPeq,dna
ACH-000690,PR-iWjF56,rna
ACH-002161,PR-9bOqrN,dna
ACH-000146,PR-FOaDmL,rna
ACH-000146,PR-kRtxhU,dna
ACH-000037,PR-qsWt2f,rna
ACH-000037,PR-CNTfxE,dna
ACH-000355,PR-PqRnKz,rna
ACH-000355,PR-TyXr4o,dna
ACH-000328,PR-S409MD,rna
ACH-000328,PR-CpGcTp,dna
ACH-001673,PR-geQKUK,rna
ACH-001673,PR-lzNIhF,dna
ACH-001344,PR-sioaGi,rna
ACH-001344,PR-YyLPhD,dna
ACH-000547,PR-rFRiQ0,rna
ACH-000547,PR-VvDpP0,dna
ACH-002247,PR-8EE2ka,dna
ACH-000245,PR-zpUQ6R,rna
ACH-000245,PR-l1KgW6,dna
ACH-002225,PR-VJ4QO4,dna
ACH-000727,PR-au8O9i,dna
ACH-000778,PR-ElKQik,rna
ACH-000778,PR-rgs88K,dna
ACH-000270,PR-VLvqTG,rna
ACH-000270,PR-HlfNG0,dna
ACH-000512,PR-wpsybA,rna
ACH-000512,PR-bql0CQ,dna
ACH-002051,PR-siLZ8H,rna
ACH-002051,PR-N8AZT5,dna
ACH-000380,PR-dHuyK6,rna
ACH-000380,PR-VfXZwU,dna
ACH-002094,PR-a5T2sI,dna
ACH-001843,PR-dCu8o2,rna
ACH-001843,PR-Qyn1xS,dna
ACH-002386,PR-ObqFdr,dna
ACH-000728,PR-kiBk5e,rna
ACH-000728,PR-GZZYAm,dna
ACH-001142,PR-1SxiAL,rna
ACH-000693,PR-7FbLPU,rna
ACH-000693,PR-sxFiuq,dna
ACH-001039,PR-HrvPOg,dna
ACH-000741,PR-xQ6o5S,rna
ACH-000741,PR-GbAE4Q,dna
ACH-000678,PR-GBULrr,rna
ACH-000678,PR-EEtw9B,dna
ACH-002205,PR-KcHKzT,dna
ACH-000492,PR-8k60ge,rna
ACH-000492,PR-TMNBmS,dna
ACH-001370,PR-ifKoXG,rna
ACH-001370,PR-1JkFPD,dna
ACH-002144,PR-z5WBjK,dna
ACH-000899,PR-itqIbv,rna
ACH-000899,PR-S7cmQD,dna
ACH-001378,PR-voM1Nr,rna
ACH-001378,PR-qcE8gc,dna
ACH-000717,PR-cawyX7,rna
ACH-000717,PR-KR7GjG,dna
ACH-000184,PR-t19wdR,rna
ACH-000184,PR-8XsYih,dna
ACH-000068,PR-wyP4YB,rna
ACH-000068,PR-ugm4m4,dna
ACH-000009,PR-IyA8yG,rna
ACH-000009,PR-lz47pG,dna
ACH-001302,PR-CAxmUa,rna
ACH-001302,PR-vUaWgR,dna
ACH-000096,PR-cDHTtz,rna
ACH-000096,PR-pYHfy7,dna
ACH-000995,PR-oHcn2T,rna
ACH-000995,PR-Ds9QdK,dna
ACH-002220,PR-axXePt,dna
ACH-001511,PR-wHpkcX,rna
ACH-001511,PR-Xxrn4L,dna
ACH-001839,PR-R0emRA,rna
ACH-001839,PR-r8H4nA,dna
ACH-001059,PR-7lDaBF,rna
ACH-001059,PR-5zwe6L,dna
ACH-002270,PR-BbwK1U,dna
ACH-000001,PR-vFBZ2h,rna
ACH-000001,PR-sbeUkh,dna
ACH-000400,PR-CVuVer,rna
ACH-000400,PR-XuGTpJ,dna
ACH-000731,PR-LzsyWh,rna
ACH-002239,PR-Fu0w28,dna
ACH-000207,PR-nfww1I,rna
ACH-000207,PR-DACp7A,dna
ACH-000797,PR-MRHlrs,rna
ACH-000797,PR-PHQxAp,dna
ACH-000702,PR-dOGWG9,rna
ACH-000702,PR-74xMiY,dna
ACH-000530,PR-zTH41R,rna
ACH-000530,PR-0qqA8m,dna
ACH-001111,PR-EB847Y,rna
ACH-001111,PR-GzomD6,dna
ACH-000244,PR-J27shI,rna
ACH-000244,PR-o24ov9,dna
ACH-002885,PR-nOX6LI,rna
ACH-002885,PR-q3dm8D,dna
ACH-001858,PR-RWNv81,rna
ACH-001858,PR-4HJAGr,dna
ACH-001609,PR-8aUlkq,rna
ACH-001609,PR-N0x0YD,dna
ACH-000027,PR-aqJl6L,rna
ACH-000027,PR-0fBntb,dna
ACH-000877,PR-0yqA6t,rna
ACH-000877,PR-grhyYE,dna
ACH-000952,PR-VZHEvE,rna
ACH-000952,PR-81oclJ,dna
ACH-002951,PR-tBZnTh,rna
ACH-002951,PR-jv4TrQ,dna
ACH-000411,PR-0hvX2B,rna
ACH-000411,PR-xzgAl0,dna
ACH-000618,PR-5JIUJb,rna
ACH-000618,PR-poHcHD,dna
ACH-000994,PR-RQWQI9,rna
ACH-000994,PR-rUMa0e,dna
ACH-000861,PR-wXwSCM,rna
ACH-000861,PR-DQfNOV,dna
ACH-000301,PR-dfTNsL,rna
ACH-000301,PR-qoc7KB,dna
ACH-002680,PR-dMidL0,rna
ACH-002680,PR-S1aCQE,dna
ACH-000091,PR-mnX7c0,rna
ACH-000091,PR-Ptwuk4,dna
ACH-002345,PR-Ygl5DP,dna
ACH-000034,PR-Vqo315,rna
ACH-000036,PR-GF1Lzy,rna
ACH-000036,PR-5pZ3Pe,dna
ACH-001567,PR-yFEvGS,rna
ACH-001567,PR-cHUO0l,dna
ACH-001054,PR-QwGwjX,rna
ACH-001054,PR-l2porG,dna
ACH-002346,PR-V4DbaQ,dna
ACH-002654,PR-jL737O,rna
ACH-002654,PR-MHJBhN,dna
ACH-000165,PR-IFztgM,rna
ACH-000165,PR-v6GkOV,dna
ACH-000843,PR-p1iycB,rna
ACH-000843,PR-GmX4vm,dna
ACH-002114,PR-gWKHTe,dna
ACH-000160,PR-9m5YIW,rna
ACH-000160,PR-UNMBBn,dna
ACH-001137,PR-fUygzs,dna
ACH-002115,PR-A0j8Yf,dna
ACH-000791,PR-XKof0f,rna
ACH-000791,PR-DZBLku,dna
ACH-001653,PR-LlLjKV,rna
ACH-001653,PR-zWyHnl,dna
ACH-002026,PR-kTUf8Q,rna
ACH-002026,PR-e7tfAw,dna
ACH-000916,PR-OqFtv2,rna
ACH-000916,PR-WRtyNt,dna
ACH-002337,PR-xCLW2a,dna
ACH-001509,PR-AbSKhO,rna
ACH-001509,PR-qFAetc,dna
ACH-002146,PR-GNJfYr,dna
ACH-001119,PR-TjzlzI,rna
ACH-001119,PR-ylCfEa,dna
ACH-000094,PR-9wfizB,rna
ACH-000094,PR-JroBPO,dna
ACH-001275,PR-m9dGPT,rna
ACH-001275,PR-s8UjyO,dna
ACH-000820,PR-kehIph,rna
ACH-000820,PR-QIV3db,dna
ACH-000976,PR-jHjPma,rna
ACH-000976,PR-TpjQn4,dna
ACH-001089,PR-qOn2lx,dna
ACH-001485,PR-MopqQe,rna
ACH-001485,PR-Kh1iW2,dna
ACH-000376,PR-tXQO47,rna
ACH-000376,PR-PjxhIE,dna
ACH-000297,PR-NITjzY,rna
ACH-000297,PR-bgMxsQ,dna
ACH-002080,PR-tcUJtQ,rna
ACH-002080,PR-Ccrt2l,dna
ACH-001796,PR-XXSMbl,rna
ACH-001796,PR-yZwrBZ,dna
ACH-000435,PR-BkcdIS,rna
ACH-000435,PR-DtistW,dna
ACH-000556,PR-Iug0GM,rna
ACH-000556,PR-e0e2Uf,dna
ACH-000766,PR-9OHbnp,rna
ACH-000766,PR-Q0HrBx,dna
ACH-000111,PR-nGkQDN,rna
ACH-000111,PR-bceThz,dna
ACH-002016,PR-NrJ3Dw,rna
ACH-002016,PR-BWkmsQ,dna
ACH-002509,PR-WdM3Oy,rna
ACH-002509,PR-OZ6R7a,dna
ACH-000617,PR-2qZ6BH,rna
ACH-000617,PR-pL8BZX,dna
ACH-002305,PR-8D5wB9,dna
ACH-002169,PR-ib1INl,dna
ACH-000924,PR-bLHpb1,rna
ACH-000924,PR-fa7S8l,dna
ACH-000960,PR-p4majQ,rna
ACH-000960,PR-o3m2Xg,dna
ACH-000311,PR-MYW888,rna
ACH-000311,PR-T2CZVa,dna
ACH-002300,PR-35nh9T,dna
ACH-000937,PR-8NpDE7,rna
ACH-000937,PR-I7fDcx,dna
ACH-000855,PR-XfddHe,rna
ACH-000855,PR-Oyo0DM,dna
ACH-001402,PR-gBIJXb,rna
ACH-001402,PR-73LP4X,dna
ACH-000044,PR-UjJ531,rna
ACH-000044,PR-jd9GX1,dna
ACH-001028,PR-TWEctl,rna
ACH-001028,PR-cFjmC3,dna
ACH-000011,PR-GnzZWf,rna
ACH-000011,PR-yg65fA,dna
ACH-001990,PR-cWcA2t,rna
ACH-001990,PR-aF1MTe,dna
ACH-002371,PR-uRt0D1,dna
ACH-001328,PR-SbVRrq,rna
ACH-001328,PR-qCwKEA,dna
ACH-001807,PR-qKd3RL,rna
ACH-001807,PR-dUx44m,dna
ACH-001109,PR-K3ZapP,rna
ACH-002972,PR-z7flJp,rna
ACH-002972,PR-jQP320,dna
ACH-002369,PR-SK0W61,dna
ACH-001368,PR-NSmgnI,rna
ACH-001368,PR-QpRhc9,dna
ACH-001053,PR-QmwJ73,rna
ACH-001053,PR-OgsoZe,dna
ACH-000513,PR-wo8I5z,rna
ACH-000513,PR-8EgLQ4,dna
ACH-002241,PR-BWl30D,dna
ACH-000422,PR-rlMjor,rna
ACH-000422,PR-Z29WnC,dna
ACH-001280,PR-lvPBXh,rna
ACH-001280,PR-DFfMyZ,dna
ACH-000538,PR-XyJQ2O,rna
ACH-000538,PR-VY6lxi,dna
ACH-000362,PR-gUIf3s,rna
ACH-000362,PR-41uIUA,dna
ACH-001208,PR-3m6kCG,dna
ACH-000749,PR-vg1ww6,rna
ACH-000749,PR-GK9z3H,dna
ACH-000657,PR-MKZvyD,rna
ACH-000657,PR-sn0EQB,dna
ACH-000314,PR-sJqK5Z,rna
ACH-000548,PR-XRA2dE,rna
ACH-000548,PR-E5M02g,dna
ACH-002182,PR-wUsoa9,dna
ACH-000531,PR-r0ORQZ,rna
ACH-000531,PR-31jRAf,dna
ACH-000159,PR-J2Lhjz,rna
ACH-000159,PR-wXb2sj,dna
ACH-001599,PR-hzq9Ct,dna
ACH-000164,PR-n2Dhji,rna
ACH-000164,PR-Tm9gPE,dna
ACH-000071,PR-BqMy4n,rna
ACH-000603,PR-m1IHlG,rna
ACH-000603,PR-EAWErG,dna
ACH-002065,PR-SOyn4Z,rna
ACH-002065,PR-D6qdG3,dna
ACH-002276,PR-aXILcs,dna
ACH-001228,PR-b6rrcn,rna
ACH-001228,PR-uMEAcV,dna
ACH-000341,PR-F9jSGW,rna
ACH-000341,PR-WZj3Lc,dna
ACH-000324,PR-JM2KCk,rna
ACH-000324,PR-NXnKOn,dna
ACH-000230,PR-5FPUnv,rna
ACH-001143,PR-Cm6atd,dna
ACH-002343,PR-piUHST,dna
ACH-000148,PR-O8xhef,rna
ACH-000148,PR-hYGSTe,dna
ACH-001611,PR-9M3IjC,rna
ACH-001611,PR-yI9Ohb,dna
ACH-000067,PR-QjFiuO,rna
ACH-000067,PR-GZkVwh,dna
ACH-001329,PR-j8OgFW,rna
ACH-001329,PR-tearO4,dna
ACH-000601,PR-zMDwI8,rna
ACH-000601,PR-kwhC2j,dna
ACH-002107,PR-SlqWmK,dna
ACH-002294,PR-BsTUFT,dna
ACH-001303,PR-BVA4PJ,rna
ACH-001303,PR-ODuGmn,dna
ACH-000002,PR-yEldOx,rna
ACH-000002,PR-qY1GC4,dna
ACH-002352,PR-FVUD09,dna
ACH-000494,PR-0AosfX,CN only
ACH-000016,PR-aElS8j,CN only
ACH-001101,PR-iCSneY,CN only
ACH-000600,PR-GOjTm2,CN only
ACH-001090,PR-BVCVnb,CN only
ACH-000282,PR-OXOIKI,CN only
ACH-001207,PR-NS5dcc,CN only
ACH-000526,PR-ADfYDJ,CN only
ACH-001000,PR-zhkj86,CN only
ACH-001072,PR-ig9SsG,CN only
ACH-001225,PR-4dvlYM,CN only
ACH-000170,PR-CZq41M,CN only
ACH-000575,PR-rn6HHD,CN only
ACH-000642,PR-Bl5KYC,CN only
ACH-000014,PR-ZyjzeV,CN only
ACH-001015,PR-7G0LJh,CN only
ACH-000300,PR-YYo6F9,CN only
ACH-001234,PR-poAZVN,CN only
ACH-000931,PR-GpA8Fy,CN only
ACH-001230,PR-YDDsTE,CN only
ACH-001198,PR-Btdrxt,CN only
ACH-001044,PR-CUj7oz,CN only
ACH-000904,PR-qq7m9C,CN only
ACH-001214,PR-7dH2xN,CN only
ACH-000185,PR-aOuKc9,CN only
ACH-000578,PR-V7CNRW,CN only
ACH-000333,PR-FUCrl1,CN only
ACH-001047,PR-LhIEQ2,CN only
ACH-001121,PR-EKQy45,CN only
ACH-000064,PR-kQLQAk,CN only
ACH-001037,PR-teU1GK,CN only
ACH-000230,PR-ib2yCR,CN only
ACH-000710,PR-IfJIsS,CN only
ACH-000034,PR-T8y0pR,CN only
ACH-000049,PR-MNacv9,CN only
ACH-000413,PR-9XSQxm,CN only
ACH-001094,PR-oPf0iY,CN only
ACH-001043,PR-C9pO50,CN only
ACH-000658,PR-7cHsZ1,CN only
ACH-000057,PR-s3MeAQ,CN only
ACH-001018,PR-cjMTLU,CN only
ACH-000071,PR-ggR3tj,CN only
ACH-000580,PR-T9HSIG,CN only
ACH-002217,PR-JIgLUt,CN only
ACH-000690,PR-apwTba,CN only
ACH-000229,PR-YTWzOC,CN only
ACH-001042,PR-GZCWA7,CN only
ACH-001087,PR-ylw6uN,CN only
ACH-000539,PR-p07vgy,CN only
ACH-000923,PR-HBuJ2L,CN only
ACH-000854,PR-jWmXTh,CN only
ACH-001091,PR-0RBzpE,CN only
ACH-001088,PR-WrT60G,CN only
ACH-000742,PR-5IP6SQ,CN only
ACH-001017,PR-zNeZl2,CN only
ACH-001249,PR-WdfU2P,CN only
ACH-000306,PR-30wATU,CN only
ACH-001079,PR-NkzJp1,CN only
ACH-001045,PR-a6QV0M,CN only
ACH-000003,PR-JxAuIL,CN only
ACH-000731,PR-OPu0W3,CN only
ACH-000737,PR-aUJyjo,CN only
ACH-001142,PR-VfgLVx,CN only
ACH-001150,PR-a1uxQR,CN only
ACH-000194,PR-wHl6Na,CN only
ACH-001071,PR-ChlT8q,CN only
ACH-000299,PR-xmFiKB,CN only
ACH-000216,PR-xMRUQO,CN only
ACH-000088,PR-JREKXT,CN only
ACH-001175,PR-LGr8g1,CN only
ACH-002378,PR-dJMv7P,CN only
ACH-000850,PR-i51Xxz,CN only
ACH-001171,PR-HGpKfq,CN only
ACH-001224,PR-07uIlM,CN only
