Depmap ID,"CRISPR (DepMap Public 23Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 23Q2,Mutations_Prioritized
ACH-000169,-0.1206842666604878,RD,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,6.535430914871279,Other
ACH-000441,0.1276573919687608,SH4,Melanoma,Skin,Melanoma,6.906770366012141,Other
ACH-000437,-0.1126951235301895,SW1088,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.371036052299704,Other
ACH-000444,-0.0806165980903277,LU99,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.3269687115878925,Other
ACH-000693,-0.0205538100395733,KYSE180,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.904484097901423,Other
ACH-000694,-0.1318492783247828,TE9,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.970853654340483,Other
ACH-000695,-0.1327644243697535,CORL47,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.50747752951693,Other
ACH-000696,-0.1249212866379264,OVCAR8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.212958362728285,Other
ACH-000697,-0.2540685767115787,A3KAW,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.60821785302146,Other
ACH-000698,0.0635242047298979,DMS53,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.95093492831454,Other
ACH-000699,-0.0821828481336474,HCC1395,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.133810091106031,Other
ACH-000700,-0.346153171890288,NCIH2882,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.57228336665041,Other
ACH-000701,-0.0711216397366635,RMUGS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.300489844363109,Other
ACH-000702,0.0179992283243514,L1236,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma,5.414135532984451,Other
ACH-000704,-0.1703544195050979,OAW42,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,3.454175893185802,Other
ACH-000706,-0.0952070290916063,EKVX,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.813011548605618,Other
ACH-000709,-0.057779893784471,KMRC2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.076815597050831,Other
ACH-000711,-0.2191920877534633,JIMT1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.441616269406558,Other
ACH-000713,-0.0310688063173449,CAOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.136683577697236,Other
ACH-000714,-0.1528413158736196,KMS11,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.24450655139592,Other
ACH-000716,-0.0494711852562991,TT2609C02,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer,5.59395128394841,Other
ACH-000717,0.0727724936390769,COLO680N,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.903038270112912,Other
ACH-000718,-0.0555954603711252,NCIH2291,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.768184324776926,Other
ACH-000719,-0.1698581639048843,RMGI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.884597920990064,Other
ACH-000720,-0.060112643931475,TCCSUP,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.513490745588118,Other
ACH-000721,-0.2153181083990126,HMC18,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.052459369118096,Other
ACH-000722,-0.0960848733250793,SNUC1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.720552091605108,Other
ACH-000724,-0.2553748271202336,HT1376,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.68565987743181,Other
ACH-000725,0.0442902360659631,HCC202,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,4.434961760187254,Other
ACH-000732,0.0079244631354097,PECAPJ41CLONED2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.709290635723358,Other
ACH-000734,-0.0207534785849528,JHH5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.277984747299765,Other
ACH-000735,-0.0232528961431364,PECAPJ49,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.379898163524692,Other
ACH-000736,-0.2061409622851805,SNU601,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.659924558402379,Other
ACH-000688,-0.2331597564713711,OV7,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.43028527297778,Other
ACH-000685,-0.2665303285605939,L33,Adenosquamous Carcinoma of the Pancreas,Pancreas,Adenosquamous Carcinoma of the Pancreas,5.773996325111173,Other
ACH-000684,-0.0911368474674547,KMRC1,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.2935176304174245,Other
ACH-000683,0.047748509730273,SNU503,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.0103322832848205,Other
ACH-000638,-0.1370556568928598,NCIH441,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.391630261517429,Other
ACH-000639,-0.1504781309353987,NCIH211,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.64400045206582,Other
ACH-000442,0.1041683845376441,RERFLCSQ1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.638073837180719,Other
ACH-000646,0.0628948797327094,OVMANA,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.045268215138534,Other
ACH-000647,0.0018206912467164,TE1,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.4269356196483365,Other
ACH-000648,-0.1773923652012444,NCIH28,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.862947248020921,Other
ACH-000649,-0.0842026260654192,786O,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.914325330085303,Other
ACH-000651,-0.0820684113613286,SW620,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.770036138597918,Other
ACH-000652,-0.1435755776404714,SUIT2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.762614578754559,Other
ACH-000654,0.0341050513681586,RAJI,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.448900951145128,Other
ACH-000655,0.0971639290798208,SF268,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.498250867527825,Other
ACH-000656,-0.2111643856752718,SUDHL8,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.150965783556497,Other
ACH-000657,-0.0025159824185528,A2780,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.540399305630624,Other
ACH-000658,-0.1391582875350198,KMS18,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,,Other
ACH-000738,0.0861754696095677,GB1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.83035674741922,Other
ACH-000660,-0.0215841036241039,SUDHL5,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.937579799679659,Other
ACH-000662,-0.0144838463920622,CORL23,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.2890967024199895,Other
ACH-000663,-0.1876209570369641,OVTOKO,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.555202633878297,Other
ACH-000664,-0.0994106754152009,SUDHL1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.867031575919287,Other
ACH-000665,-0.1088878853072121,SKMES1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.4063325778217095,Other
ACH-000666,0.069260256857225,NCIH1355,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.317231700222606,Other
ACH-000667,-0.1356711206009291,HCC44,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.316507819103109,Other
ACH-000668,0.0110657480207743,HCC70,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.7546203116745325,Other
ACH-000671,-0.2612500804150106,HUH6,Hepatoblastoma,Liver,Hepatoblastoma,5.261154672615572,Other
ACH-000673,-0.3114928847933964,LN443,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.035843815994525,Other
ACH-000676,0.0033569117461294,LN464,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.659353759170051,Other
ACH-000677,-0.0691822188451157,SW1573,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.426264754702098,Other
ACH-000680,0.1562661531290852,SW948,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.49761236561836,Other
ACH-000681,-0.1670737853495829,A549,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.646162657157894,Other
ACH-000682,-0.0229265470919485,SNU1066,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.864928972289788,Other
ACH-000661,0.0340828733713177,WM1799,Melanoma,Skin,Melanoma,5.292781749227846,Other
ACH-000739,-0.1678218635838829,HEPG2,Hepatoblastoma,Liver,Hepatoblastoma,5.5219929564016725,Other
ACH-000740,-0.0585860531816792,A253,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.84197311892718,Other
ACH-000741,-8.34403894272133e-05,UBLC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.956753662671981,Other
ACH-000792,-0.0104460321766339,BFTC909,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.737686761409861,Other
ACH-000793,0.0469373026564618,KATOIII,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.025471814621179,Other
ACH-000794,0.0411921248055039,BICR22,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.8283269264148165,Other
ACH-000796,-0.171654499501815,MCAS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.48767927890162,Other
ACH-000799,-0.4427623096026942,HS695T,Melanoma,Skin,Melanoma,5.61970645004589,Other
ACH-000800,-0.1459419785884421,NCIH446,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.383704292474052,Other
ACH-000801,-0.084497950640874,HS936T,Melanoma,Skin,Melanoma,4.815063017192867,Other
ACH-000802,-0.1827362116433666,BFTC905,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,4.465974464504069,Other
ACH-000804,-0.4601788343342894,NB1,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.084064264788474,Other
ACH-000805,-0.2856847422769781,COLO679,Melanoma,Skin,Melanoma,5.0103322832848205,Other
ACH-000807,0.0084201449544162,SNU738,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.3458930856874085,Other
ACH-000809,-0.0515730649943357,KYSE410,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.549977142771825,Other
ACH-000810,-0.3630321302325582,SKMEL30,Melanoma,Skin,Melanoma,5.259272487037594,Other
ACH-000811,-0.0915773183580018,SKOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.296090262683962,Other
ACH-000791,-0.1113047561081184,RERFLCAD1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.6543496090231775,Other
ACH-000817,-0.1805422143040941,RPMI8226,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.130107178658833,Other
ACH-000820,-0.0834279681673503,SW403,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.19416586852982,Other
ACH-000821,-0.1117468006603878,EJM,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.486714373030702,Other
ACH-000822,-0.1257582202612949,SKMEL24,Melanoma,Skin,Melanoma,5.081936081719432,Other
ACH-000823,-0.0791080957177364,KYSE140,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.956521363333119,Other
ACH-000824,0.0552353767336936,KYSE510,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.887525270741588,Other
ACH-000827,0.150394950520929,WM793,Melanoma,Skin,Melanoma,5.731454807698346,Other
ACH-000829,-0.1467345131301403,HUNS1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.886306263452426,Other
ACH-000831,-0.0788155899175938,HEC50B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.425929205208577,Other
ACH-000832,-0.0206173483268808,CAL27,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.624978179569036,Other
ACH-000833,-0.1697170521215357,RH30,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,4.282439805006387,Other
ACH-000834,-0.0751655514217973,UMUC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,4.704871964456353,Other
ACH-000835,-0.1535223311534167,GCT,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,5.938521045865967,Other
ACH-000836,-0.0200658043408506,YD15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.312156888313374,Other
ACH-000837,-0.2256341710931498,NCIH322,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.714795011118162,Other
ACH-000819,-0.2406346066155489,LN18,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.2543672814408335,Other
ACH-000637,0.0669674514944447,KYSE520,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.045268215138534,Other
ACH-000790,-0.1514198174526461,SHP77,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.442943495848728,Other
ACH-000787,-0.0703670882397154,LXF289,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.567575868524113,Other
ACH-000746,-0.158116508238902,GSS,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.928133407829852,Other
ACH-000747,-0.0089145412348022,NCIH1703,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.04176864995163,Other
ACH-000748,-0.0519360025030325,SJSA1,Osteosarcoma,Bone,Osteosarcoma,5.725195817226664,Other
ACH-000753,-0.1656842336759441,JMSU1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.208673319629471,Other
ACH-000754,-0.1658993886623777,L428,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma,5.485104761080973,Other
ACH-000756,-0.1152717018372773,GI1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.613236954716332,Other
ACH-000757,-0.1288052815655267,A427,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.953730849811491,Other
ACH-000758,-0.0840380875816575,MKN74,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,7.864371887423142,Other
ACH-000760,-0.0286964811477535,LNZ308,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.853995647176394,Other
ACH-000762,-0.0289323077222176,YD38,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.83541884047548,Other
ACH-000763,-0.2833307335262809,MM1S,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.806066226089032,Other
ACH-000764,-0.1446250858687973,SH10TC,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.969472864596329,Other
ACH-000765,0.0334103638188175,WM983B,Melanoma,Skin,Melanoma,6.36053986165181,Other
ACH-000766,-0.0802285582402097,NCIH1648,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.058965822002304,Other
ACH-000788,-0.0156186105292505,A2058,Melanoma,Skin,Melanoma,5.447909748742077,Other
ACH-000767,-0.0954102738847903,NCIH526,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.523405132855501,Other
ACH-000769,-0.1532978523634495,LK2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.01992426090841,Other
ACH-000770,-0.1156241749962579,P31FUJ,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.128252152277391,Other
ACH-000771,-0.1009978406478083,BICR56,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.430619810959776,Other
ACH-000773,-0.1198828878519029,KIJK,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.189429245809757,Other
ACH-000774,-0.1186982237570114,RERFLCAD2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.958842675243241,Other
ACH-000775,-0.18600654300317,NCIH727,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.789468436941201,Other
ACH-000776,-0.1087395724894773,ONS76,Embryonal Tumor,CNS/Brain,Embryonal Tumor,6.030336078370959,Other
ACH-000777,0.0077178027619752,KYSE30,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.989706706994214,Other
ACH-000778,-0.1640721459027737,HSC3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.488322191140821,Other
ACH-000781,0.0169471479852326,NCIH2023,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.269781238274379,Other
ACH-000782,-0.1572377897495631,SEM,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,6.3377110921282895,Other
ACH-000783,-0.0205263330912014,CAMA1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.070389327891398,Other
ACH-000784,0.0006692703013776,KYSE70,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.124328135002202,Other
ACH-000785,-0.1163694308591291,NCIH2126,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.463524373271181,Other
ACH-000768,0.0146708318241005,MDAMB231,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.740657771623893,Other
ACH-000634,0.1131878634957246,LN340,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.850749425896496,Other
ACH-000645,-0.1466686653531184,JL1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,4.067810783789621,Other
ACH-000632,-0.2416191905802618,HS944T,Melanoma,Skin,Melanoma,5.429950657403768,Other
ACH-000489,0.0906071597071911,SW1116,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.658354316774077,Other
ACH-000491,-0.1455540534505374,NCIH716,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.101818134227409,Other
ACH-000493,0.0363776480066873,SNU423,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.391286558111185,Other
ACH-000495,0.0166405208580681,TUHR4TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.7414669864011465,Other
ACH-000496,-0.1794608212085303,NCIH1792,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.830863756751758,Other
ACH-000499,-0.1718289990317057,EW8,Ewing Sarcoma,Bone,Ewing Sarcoma,4.898692072560488,Other
ACH-000500,0.081761087928405,SNU46,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.285032249622911,Other
ACH-000501,0.1992514437152747,LS123,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.381975478557301,Other
ACH-000502,-0.0050985727125266,TCCPAN2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.112908599629414,Other
ACH-000503,-0.2501932412671218,BICR16,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.219168520462161,Other
ACH-000504,-0.0638411433466306,SNB75,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.520422248526446,Other
ACH-000505,-0.114583008459082,RKN,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma,5.890933021705543,Other
ACH-000507,-0.2901929894232193,KE39,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.205548911173033,Other
ACH-000510,-0.1340530989849207,NCIH1299,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.894332742277694,Other
ACH-000488,0.0032579288416874,TE11,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.236492618381302,Other
ACH-000511,-0.1023643720234007,CALU1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.336283387864432,Other
ACH-000514,-0.1405139499816518,NCIH1092,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.95814667376272,Other
ACH-000516,0.0229815857737012,CAL78,Chondrosarcoma,Bone,Chondrosarcoma,6.578485913474387,Other
ACH-000517,-0.1624880180314762,SNU410,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.041330606820623,Other
ACH-000518,-0.2247697802816594,CAL33,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.593353770980297,Other
ACH-000520,-0.0265572510630045,59M,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.3878450129655775,Other
ACH-000521,-0.1435303019745073,NCIH2030,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.346956889378885,Other
ACH-000522,-0.1620923636203395,UMUC3,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.326788992491941,Other
ACH-000524,-0.1124482791863212,KURAMOCHI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.138220594470575,Other
ACH-000525,0.0513414814796812,NCIH2171,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.6884601404244926,Other
ACH-000527,0.0211167361049693,OVISE,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.949534933017012,Other
ACH-000528,-0.0007496384296792,ABC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.552438555253539,Other
ACH-000532,-0.1310258521612103,SNU61,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.015693807105145,Other
ACH-000633,-0.1558816802324069,FU97,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.652486494918165,Other
ACH-000535,-0.0891070907760293,BXPC3,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,4.892391025913404,Other
ACH-000512,-0.0725302400013938,INA6,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,7.105489516325161,Other
ACH-000537,-0.0811650345685927,SNU761,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,6.235727059838059,Other
ACH-000487,-0.1713969585350693,F36P,Myelodysplastic Syndromes,Myeloid,Myelodysplastic Syndromes,5.273888823668492,Other
ACH-000485,-0.2743562322553656,GSU,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.592457037268081,Other
ACH-000445,0.1132296643533649,KNS60,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.287620044112067,Other
ACH-000448,-0.122479854445581,NCIH1666,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.476543706214256,Other
ACH-000450,-0.0117810811634699,MELHO,Melanoma,Skin,Melanoma,4.576522137920503,Other
ACH-000452,-0.1266937011619044,TE8,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.29020320512607,Other
ACH-000454,-0.0291084825342808,HCC95,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.0925457415435655,Other
ACH-000455,0.0360433116701567,LN428,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.475733430966398,Other
ACH-000456,-0.0518513140448025,BCPAP,Poorly Differentiated Thyroid Cancer,Thyroid,Poorly Differentiated Thyroid Cancer,5.832383716549126,Other
ACH-000458,-0.1618073201920206,CJM,Melanoma,Skin,Melanoma,6.174326515173915,Other
ACH-000459,0.1190958405353904,TUHR10TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.639810977716776,Other
ACH-000460,0.022285870855286,SNU8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.753818443173543,Other
ACH-000461,-0.1285644173687396,SNU1196,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.422233000683048,Other
ACH-000463,-0.0406538620820499,NCIH460,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,3.931683057059806,Other
ACH-000464,-0.1807648111553254,CAS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.581953750848818,Other
ACH-000466,-0.1255555280746795,SNU216,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.135863165368679,Other
ACH-000486,-0.0783663109668762,KU1919,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.64587455030903,Other
ACH-000467,-0.0894575957854186,HCC56,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.995258373404689,Other
ACH-000469,0.0137694333043943,YH13,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.985955754607509,Other
ACH-000470,0.1441768859550682,SW1463,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.211012193485511,Other
ACH-000471,-0.2206819673188869,LI7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,4.82273014794452,Other
ACH-000472,-0.1105077388213873,HSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.13709360897494,Other
ACH-000473,0.0342236093603931,RT112,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.055933128607411,Other
ACH-000475,-0.0483982182798441,HUH1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.753551054600655,Other
ACH-000476,-0.0197261499442109,JHH4,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.472487771462744,Other
ACH-000477,-0.0206236241994575,MALME3M,Melanoma,Skin,Melanoma,4.853995647176394,Other
ACH-000478,-0.1810608912743292,SNU387,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,6.618238655595454,Other
