gene,control-XX,control-FB,control-BR,control-BC,control-BS,NC_pub,NC_pub,NC_pub,SRR4787052
ENSG00000010818_HIVEP2,7.68,43.45,13.71,35.90,8.96,1.10,2.04,4.58,65.28
ENSG00000010932_FMO1,0.03,1.13,0.17,0.06,0.19,0.00,0.00,0.00,0.29
ENSG00000011007_ELOA,6.80,15.66,10.40,19.62,7.26,1.65,5.19,2.35,15.19
ENSG00000011009_LYPLA2,23.54,76.65,41.40,37.50,29.69,2.22,3.06,1.14,20.53
ENSG00000011021_CLCN6,15.26,33.64,41.28,35.10,23.59,4.70,16.63,2.99,17.55
ENSG00000011028_MRC2,4.20,16.03,8.05,1.71,5.69,7.21,7.23,1.54,7.31
ENSG00000011052_NME1-NME2,13.06,42.09,20.76,27.53,13.39,0.00,0.00,0.00,2.44
ENSG00000011083_SLC6A7,3.18,7.40,40.31,65.49,16.89,0.00,0.02,0.30,3.42
ENSG00000011105_TSPAN9,4.72,19.09,64.65,219.31,85.67,0.00,0.27,0.03,7.68
ENSG00000011114_BTBD7,3.83,4.65,3.60,9.78,3.06,11.92,15.83,4.09,9.85
ENSG00000011132_APBA3,12.65,20.77,23.41,20.86,13.06,0.15,0.44,0.39,12.86
ENSG00000011143_MKS1,5.44,10.63,10.51,11.64,5.18,0.07,6.32,1.11,7.23
ENSG00000011198_ABHD5,7.51,4.93,4.88,8.65,6.50,6.58,4.72,3.25,7.23
ENSG00000011201_ANOS1,6.47,3.87,2.32,3.77,2.95,4.44,14.52,6.02,8.33
ENSG00000011243_AKAP8L,52.04,124.73,95.09,152.02,98.11,10.12,19.09,3.83,77.47
ENSG00000011258_MBTD1,3.40,5.71,3.22,12.35,5.90,3.60,15.76,2.83,11.65
ENSG00000011260_UTP18,9.47,21.86,16.98,30.87,12.78,2.06,5.94,3.50,13.20
ENSG00000011275_RNF216,10.45,17.92,15.62,23.92,13.05,31.88,41.46,10.67,17.41
ENSG00000011295_TTC19,14.17,26.20,39.05,61.04,20.45,14.47,30.46,5.72,20.48
ENSG00000011304_PTBP1,29.28,62.25,43.99,42.22,45.19,13.73,30.47,9.68,21.05
ENSG00000011332_DPF1,11.10,149.04,42.35,16.08,9.07,0.00,0.06,0.04,54.08
ENSG00000011347_SYT7,12.04,60.85,106.84,67.50,25.60,0.00,0.01,0.00,24.05
ENSG00000011376_LARS2,10.35,10.94,12.14,10.48,7.23,1.21,10.17,2.71,8.68
ENSG00000011405_PIK3C2A,5.22,1.17,2.28,33.74,10.82,11.67,24.54,5.43,12.29
ENSG00000011422_PLAUR,9.51,10.17,5.20,3.29,8.21,10.89,52.52,19.04,4.52
ENSG00000011426_ANLN,104.64,1.19,12.95,34.94,41.03,0.04,0.17,0.15,5.88
ENSG00000011451_WIZ,21.20,103.87,39.27,23.96,19.97,3.39,4.18,0.78,28.79
ENSG00000011454_RABGAP1,20.00,21.72,22.49,31.64,14.11,9.04,41.16,6.06,36.08
ENSG00000011465_DCN,21.62,31.05,32.38,28.76,36.79,0.02,0.30,0.00,15.83
ENSG00000011478_QPCTL,4.52,8.29,8.55,7.84,7.68,0.00,1.22,0.06,2.56
ENSG00000011485_PPP5C,28.23,120.75,94.66,83.76,60.53,7.49,15.09,3.28,61.81
ENSG00000011523_CEP68,8.03,16.24,11.19,30.55,10.44,3.73,8.43,2.73,22.50
ENSG00000011566_MAP4K3,8.32,5.97,7.04,35.34,14.67,36.36,52.34,28.41,30.21
ENSG00000011590_ZBTB32,0.00,0.24,0.34,0.13,0.28,0.00,1.65,0.41,0.00
ENSG00000011600_TYROBP,89.53,27.03,34.73,22.71,96.14,271.22,182.81,153.52,5.36
ENSG00000011638_TMEM159,1.92,40.49,11.10,44.57,16.29,0.79,0.00,0.19,16.63
ENSG00000011677_GABRA3,3.41,33.31,20.85,4.65,1.91,0.00,0.68,1.06,12.64
ENSG00000012048_BRCA1,1.87,0.43,0.90,1.64,1.27,1.04,2.77,0.73,0.87
ENSG00000012061_ERCC1,28.20,65.72,57.13,45.26,39.76,20.15,22.04,9.32,30.70
ENSG00000012124_CD22,39.43,1.66,37.74,6.34,10.53,0.00,1.31,0.06,0.26
ENSG00000012171_SEMA3B,99.11,11.49,101.34,22.44,71.60,0.00,0.07,0.00,3.91
ENSG00000012174_MBTPS2,3.95,4.48,7.39,15.35,5.75,1.70,5.46,2.15,4.22
ENSG00000012211_PRICKLE3,1.96,1.36,1.94,1.67,2.59,0.39,3.34,0.47,1.01
ENSG00000012223_LTF,12.87,3.95,2.85,0.41,6.29,0.00,0.00,0.00,1.96
ENSG00000012232_EXTL3,13.47,52.88,36.82,26.57,17.97,1.65,2.78,1.43,26.27
ENSG00000012504_NR1H4,0.00,0.02,0.03,0.00,0.10,0.03,0.00,0.00,0.04
ENSG00000012660_ELOVL5,72.44,42.36,56.16,53.93,47.16,1.91,14.70,5.50,24.94
ENSG00000012779_ALOX5,8.55,2.93,13.69,39.88,35.46,24.27,70.72,14.08,1.78
ENSG00000012817_KDM5D,7.20,9.21,20.21,23.99,0.01,16.29,0.00,0.04,19.67
ENSG00000012822_CALCOCO1,51.70,108.71,124.70,203.17,124.59,69.72,20.69,11.10,74.21
ENSG00000012963_UBR7,15.79,23.10,21.56,29.68,11.82,0.00,3.05,1.48,12.15
ENSG00000012983_MAP4K5,11.44,5.14,5.91,18.37,11.48,12.93,19.04,3.52,29.41
ENSG00000013016_EHD3,15.85,12.63,66.80,47.14,18.74,1.52,0.35,0.02,6.85
ENSG00000013275_PSMC4,53.92,62.20,69.47,75.09,56.42,5.51,22.90,11.71,26.56
ENSG00000013288_MAN2B2,7.45,14.27,15.89,6.50,5.49,3.46,7.95,2.66,8.57
ENSG00000013293_SLC7A14,4.87,1.13,4.88,18.49,7.64,0.00,0.00,0.00,2.61
ENSG00000013297_CLDN11,568.07,20.98,184.70,63.38,153.55,0.08,0.79,0.16,4.13
ENSG00000013306_SLC25A39,73.62,77.34,74.86,49.24,62.24,6.79,15.27,4.56,23.27
ENSG00000013364_MVP,73.92,10.42,24.34,36.74,46.84,5.24,13.23,2.78,4.90
ENSG00000013374_NUB1,17.48,30.34,19.39,48.11,21.44,36.68,31.43,8.65,14.40
ENSG00000013375_PGM3,9.41,3.40,3.41,15.42,9.13,16.90,15.92,2.31,8.86
ENSG00000013392_RWDD2A,2.96,5.76,5.42,10.57,4.07,0.14,0.62,0.47,3.98
ENSG00000013441_CLK1,115.10,39.71,51.60,88.81,66.64,62.10,152.86,56.57,55.77
ENSG00000013503_POLR3B,1.95,1.77,2.19,4.72,1.76,10.50,9.59,1.10,1.92
ENSG00000013523_ANGEL1,10.31,17.97,27.14,16.06,14.91,2.03,25.81,2.38,11.87
ENSG00000013561_RNF14,18.87,24.90,35.29,65.90,22.90,4.48,9.34,1.98,27.46
ENSG00000013563_DNASE1L1,7.53,9.16,15.29,12.56,12.22,8.15,3.35,0.95,4.02
ENSG00000013573_DDX11,4.21,20.76,12.23,5.47,9.25,4.53,13.00,1.26,11.58
ENSG00000013583_HEBP1,45.83,29.54,40.91,37.90,30.69,2.50,5.67,1.49,5.44
ENSG00000013588_GPRC5A,0.46,0.73,0.55,0.31,1.20,0.01,0.14,0.02,0.77
ENSG00000013619_MAMLD1,3.59,21.21,13.32,9.51,6.79,0.00,0.00,0.10,5.49
ENSG00000013725_CD6,0.28,0.98,1.22,0.28,1.07,0.00,2.28,0.02,0.66
ENSG00000013810_TACC3,2.93,8.08,4.93,7.13,4.86,1.96,7.36,3.10,2.27
ENSG00000014123_UFL1,11.46,0.97,1.75,12.60,8.04,1.81,7.80,3.63,2.07
ENSG00000014138_POLA2,5.35,6.40,7.91,8.53,7.17,9.50,19.96,7.37,2.12
ENSG00000014164_ZC3H3,6.57,17.12,14.60,14.48,9.42,0.08,2.12,0.21,4.78
ENSG00000014216_CAPN1,38.08,126.37,88.51,78.57,82.29,7.09,11.02,2.10,51.89
ENSG00000014257_ACPP,0.92,1.37,0.07,0.20,0.44,3.35,24.58,11.22,0.76
ENSG00000014641_MDH1,205.29,151.98,435.64,399.11,171.74,2.43,17.53,16.05,72.53
ENSG00000014824_SLC30A9,13.91,11.24,15.25,52.18,14.60,5.72,19.73,4.04,22.07
ENSG00000014914_MTMR11,4.76,6.69,8.18,4.08,3.03,0.61,0.90,0.46,5.16
ENSG00000014919_COX15,11.29,15.45,17.28,15.69,9.84,4.00,14.15,2.81,12.75
ENSG00000015133_CCDC88C,2.99,16.11,4.81,1.14,1.06,1.98,0.86,1.18,13.08
ENSG00000015153_YAF2,8.05,10.79,13.84,28.34,11.37,4.85,10.37,3.45,21.35
ENSG00000015171_ZMYND11,39.12,31.26,24.14,98.63,34.96,12.78,19.22,6.02,35.19
ENSG00000015285_WAS,9.19,2.80,4.10,2.83,7.13,16.40,57.97,12.01,0.51
ENSG00000015413_DPEP1,3.57,4.23,0.11,0.05,0.19,0.00,0.00,0.04,1.77
ENSG00000015475_BID,25.43,71.67,32.29,32.72,21.56,3.55,9.76,4.36,36.49
ENSG00000015479_MATR3,132.83,47.48,66.15,418.36,137.42,30.45,63.11,32.54,139.51
ENSG00000015520_NPC1L1,0.12,0.06,0.05,0.47,0.04,0.00,0.42,0.00,0.34
ENSG00000015532_XYLT2,6.71,7.56,14.39,18.77,10.26,1.09,0.84,0.39,3.51
ENSG00000015568_RGPD5,3.43,1.42,6.23,10.60,5.84,7.87,11.15,1.91,29.05
ENSG00000015592_STMN4,197.02,600.26,208.85,114.30,64.97,0.00,0.00,0.40,181.15
ENSG00000015676_NUDCD3,53.45,218.96,192.61,160.24,122.24,10.74,15.27,3.62,108.99
ENSG00000016082_ISL1,0.00,0.37,0.09,0.00,0.04,0.00,0.20,0.00,0.28
ENSG00000016391_CHDH,6.63,2.68,7.42,15.49,8.83,0.10,0.25,0.01,3.53
ENSG00000016402_IL20RA,1.23,0.13,3.11,10.03,3.58,0.00,0.00,0.00,0.04
ENSG00000016490_CLCA1,0.01,0.03,0.04,0.10,0.00,0.00,0.34,0.04,0.02
ENSG00000016602_CLCA4,2.94,0.07,0.35,1.18,1.09,0.00,0.00,0.01,0.00
ENSG00000016864_GLT8D1,30.08,34.86,28.08,54.08,25.05,16.57,18.38,7.82,22.06
ENSG00000017260_ATP2C1,39.75,45.48,36.50,56.73,27.39,7.95,92.15,8.24,47.31
ENSG00000017427_IGF1,2.35,0.79,0.40,0.67,0.36,34.46,11.74,1.95,5.37
ENSG00000017483_SLC38A5,16.76,36.20,26.58,11.09,26.60,0.00,0.43,0.33,8.60
ENSG00000017797_RALBP1,28.56,11.60,22.17,58.07,17.99,20.18,11.00,7.75,11.27
ENSG00000018189_RUFY3,60.40,22.77,22.16,94.37,38.06,16.19,14.26,5.14,58.10
ENSG00000018236_CNTN1,31.99,33.66,41.92,204.78,62.27,0.00,0.00,0.00,77.47
ENSG00000018280_SLC11A1,12.17,7.17,2.42,10.00,15.88,14.72,162.70,64.44,4.31
ENSG00000018408_WWTR1,13.38,5.22,5.67,10.63,8.85,0.19,0.69,0.31,5.69
ENSG00000018510_AGPS,6.48,2.92,3.22,7.17,4.40,0.71,5.87,1.35,8.69
ENSG00000018607_ZNF806,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.37
ENSG00000018610_CXorf56,6.57,16.32,19.45,19.11,11.52,0.85,1.38,0.63,9.24
ENSG00000018625_ATP1A2,142.52,118.86,359.97,493.14,297.86,0.24,0.12,0.22,48.25
ENSG00000018699_TTC27,2.87,3.96,1.58,3.65,2.12,7.54,40.06,3.26,4.07
ENSG00000018869_ZNF582,2.54,1.76,3.36,6.22,3.65,0.65,3.40,0.18,1.29
ENSG00000019102_VSIG2,0.70,0.69,1.23,0.19,0.18,0.00,0.00,0.00,0.14
ENSG00000019144_PHLDB1,171.38,120.94,151.08,102.36,95.19,0.27,0.40,0.14,68.53
ENSG00000019169_MARCO,0.77,0.56,1.72,0.40,2.27,0.00,0.40,0.13,0.24
ENSG00000019186_CYP24A1,0.19,0.40,0.40,0.16,0.27,0.00,0.00,0.00,0.21
ENSG00000019485_PRDM11,3.36,8.93,11.91,12.63,6.62,0.74,2.40,0.23,8.30
ENSG00000019505_SYT13,8.64,109.29,54.87,75.95,18.25,0.00,0.00,0.00,83.84
ENSG00000019549_SNAI2,0.94,6.28,2.05,6.85,2.15,0.00,0.13,0.00,4.31
ENSG00000019582_CD74,604.63,30.96,303.13,204.07,816.45,356.34,734.18,323.58,5.23
ENSG00000019991_HGF,2.59,1.29,0.62,1.55,0.89,18.90,6.20,0.71,2.34
ENSG00000019995_ZRANB1,6.71,11.81,11.43,51.16,11.90,4.97,2.78,1.06,15.78
ENSG00000020129_NCDN,133.86,182.90,453.61,223.98,196.92,0.88,3.18,0.61,74.99
ENSG00000020181_ADGRA2,3.04,4.62,8.11,5.06,5.98,0.04,0.33,0.15,2.02
ENSG00000020219_CCT8L1P,0.00,0.01,0.02,0.02,0.03,0.00,0.00,0.00,0.00
ENSG00000020256_ZFP64,4.11,13.75,9.41,8.89,5.08,2.63,3.99,1.69,7.78
ENSG00000020426_MNAT1,13.18,6.21,8.86,26.54,9.96,2.96,14.13,2.30,22.67
ENSG00000020577_SAMD4A,14.85,5.01,13.90,35.24,15.44,5.02,9.92,0.96,11.56
ENSG00000020633_RUNX3,1.26,0.19,0.83,0.50,1.25,0.00,0.78,0.09,0.08
ENSG00000020922_MRE11,1.91,1.40,1.99,8.21,2.60,2.45,8.70,1.38,5.93
ENSG00000021300_PLEKHB1,669.53,86.31,765.64,380.23,762.94,2.61,3.70,1.11,18.13
ENSG00000021355_SERPINB1,19.05,2.67,6.59,15.42,12.20,7.76,18.56,9.32,2.53
ENSG00000021461_CYP3A43,0.00,0.04,0.03,0.10,0.05,0.00,1.09,0.02,0.17
ENSG00000021488_SLC7A9,0.78,0.83,0.39,0.58,0.34,1.61,0.20,0.03,1.17
ENSG00000021574_SPAST,9.26,7.03,5.54,16.39,6.96,3.29,7.05,4.48,20.45
ENSG00000021645_NRXN3,5.39,10.23,21.43,159.08,43.19,0.01,0.02,0.06,44.50
ENSG00000021762_OSBPL5,9.72,62.81,19.39,9.74,16.00,0.09,0.78,0.05,39.51
ENSG00000021776_AQR,7.27,4.41,2.66,10.35,5.44,14.60,17.80,5.55,7.77
ENSG00000021826_CPS1,3.95,0.51,1.34,0.71,0.82,0.02,0.04,0.03,0.37
ENSG00000021852_C8B,0.02,0.02,0.12,0.00,0.02,0.00,0.00,0.04,0.05
ENSG00000022267_FHL1,55.95,216.87,130.24,185.44,82.36,0.00,0.25,0.06,98.43
ENSG00000022277_RTFDC1,96.82,96.74,103.25,94.28,71.84,6.42,19.44,10.47,32.12
ENSG00000022355_GABRA1,12.43,3.48,29.44,156.10,33.27,0.00,0.02,0.02,10.71
ENSG00000022556_NLRP2,0.69,6.01,2.72,0.13,0.98,0.00,0.00,0.85,3.37
ENSG00000022567_SLC45A4,6.17,6.84,22.09,14.32,7.79,0.07,1.39,0.87,10.22
ENSG00000022840_RNF10,126.16,174.61,158.90,176.42,98.01,10.71,15.75,7.06,65.22
ENSG00000022976_ZNF839,5.31,9.68,9.84,7.37,5.25,0.45,3.53,1.40,6.85
ENSG00000023041_ZDHHC6,13.83,14.07,12.75,18.43,9.91,16.04,36.05,11.99,9.59
ENSG00000023171_GRAMD1B,10.57,40.73,59.81,130.72,39.07,13.15,22.88,6.26,43.44
ENSG00000023191_RNH1,102.39,88.45,144.67,92.17,117.43,3.21,4.05,1.66,28.04
ENSG00000023228_NDUFS1,11.68,22.05,30.39,49.70,19.45,4.03,12.74,4.03,32.51
ENSG00000023287_RB1CC1,47.60,1.66,2.69,40.72,10.51,5.05,19.11,1.98,22.56
ENSG00000023318_ERP44,7.23,4.73,4.20,11.01,4.95,5.53,5.50,3.65,5.38
ENSG00000023330_ALAS1,28.72,51.87,52.05,97.74,45.17,2.59,11.42,2.87,21.02
ENSG00000023445_BIRC3,3.22,0.03,0.10,0.65,0.60,0.33,2.01,0.15,0.20
ENSG00000023516_AKAP11,11.74,4.45,13.17,44.20,15.02,8.67,12.23,3.94,13.44
ENSG00000023572_GLRX2,18.43,11.92,19.90,12.38,11.96,3.01,0.62,0.58,6.51
ENSG00000023608_SNAPC1,2.57,0.56,1.12,4.73,2.03,0.00,3.03,0.74,0.81
ENSG00000023697_DERA,17.22,8.01,8.07,18.10,9.25,7.01,7.17,4.54,3.83
ENSG00000023734_STRAP,74.66,89.10,93.23,114.52,55.75,4.34,11.23,10.62,37.81
ENSG00000023839_ABCC2,0.09,0.08,0.09,0.36,0.08,0.07,0.96,0.19,0.26
ENSG00000023892_DEF6,6.64,2.45,3.89,3.05,4.51,28.74,25.57,4.99,0.96
ENSG00000023902_PLEKHO1,45.19,122.12,64.57,92.78,53.63,46.45,76.86,14.95,46.70
ENSG00000023909_GCLM,4.59,3.59,5.42,9.21,4.38,0.26,1.32,0.61,2.99
ENSG00000024048_UBR2,3.99,4.22,5.21,11.91,5.24,5.11,7.62,2.52,9.69
ENSG00000024422_EHD2,14.28,6.89,18.49,8.34,20.53,0.00,0.17,0.00,1.25
ENSG00000024526_DEPDC1,0.24,0.14,0.09,0.02,0.04,0.00,0.00,0.00,0.16
ENSG00000024862_CCDC28A,19.11,9.19,21.66,30.65,16.32,0.07,2.27,1.91,5.77
ENSG00000025039_RRAGD,13.61,17.64,14.57,38.73,11.58,0.02,0.24,0.55,25.81
ENSG00000025156_HSF2,6.73,12.06,8.73,23.66,8.32,0.59,1.24,0.53,8.57
ENSG00000025293_PHF20,11.21,21.30,15.84,41.31,13.11,19.98,39.48,14.74,33.65
ENSG00000025423_HSD17B6,12.30,4.41,17.00,15.94,7.99,0.30,1.29,0.12,2.72
ENSG00000025434_NR1H3,14.75,13.37,14.48,12.39,15.67,1.03,4.02,1.96,7.71
ENSG00000025708_TYMP,39.79,4.75,5.66,18.49,24.86,2.53,23.24,7.62,2.45
ENSG00000025770_NCAPH2,19.00,75.47,43.91,56.71,35.26,0.13,2.78,0.96,38.06
ENSG00000025772_TOMM34,17.83,23.13,32.72,9.32,13.02,0.39,2.15,1.06,6.58
ENSG00000025796_SEC63,34.40,10.41,8.45,39.33,16.09,11.86,58.29,14.94,25.14
ENSG00000025800_KPNA6,7.89,14.22,20.27,25.50,11.76,4.42,5.21,2.21,19.70
ENSG00000026025_VIM,452.87,342.54,174.94,54.09,154.73,0.96,9.45,0.92,136.13
ENSG00000026036_RTEL1-TNFRSF6B,2.73,7.46,11.45,19.66,10.47,0.20,0.50,0.00,3.75
ENSG00000026103_FAS,7.92,0.40,1.33,4.27,2.85,0.97,3.96,1.42,1.87
ENSG00000026297_RNASET2,60.75,27.20,35.45,22.91,41.23,132.06,308.33,187.03,14.62
ENSG00000026508_CD44,66.88,19.06,12.41,50.29,50.40,0.70,5.17,0.67,12.50
ENSG00000026559_KCNG1,2.08,54.94,18.29,6.00,3.48,0.00,0.04,0.02,29.72
ENSG00000026652_AGPAT4,9.02,22.41,18.13,9.68,12.34,13.21,1.24,0.60,40.28
ENSG00000026751_SLAMF7,10.06,0.10,0.10,0.19,0.21,0.04,0.41,0.68,0.01
ENSG00000026950_BTN3A1,6.22,13.19,6.24,17.54,7.51,8.07,11.39,1.63,12.02
ENSG00000027001_MIPEP,5.74,7.77,4.89,3.58,3.32,1.80,2.27,1.20,5.26
ENSG00000027075_PRKCH,4.55,3.06,3.52,4.64,4.54,13.21,59.18,4.17,2.30
ENSG00000027644_INSRR,0.03,0.49,0.34,0.28,0.53,0.00,0.00,0.00,0.35
ENSG00000027697_IFNGR1,38.14,12.52,17.66,38.84,33.97,54.06,95.00,16.50,10.39
ENSG00000027847_B4GALT7,10.34,26.83,25.80,17.38,17.36,5.05,3.92,1.52,10.47
ENSG00000027869_SH2D2A,1.39,1.12,0.55,0.24,0.83,0.00,0.00,0.09,0.22
ENSG00000028116_VRK2,9.78,0.68,1.33,2.41,3.13,9.68,8.34,2.40,0.94
ENSG00000028137_TNFRSF1B,25.43,6.73,7.59,6.45,22.42,5.27,45.52,32.38,2.84
ENSG00000028203_VEZT,12.84,10.46,8.39,26.42,12.50,24.42,51.79,9.33,45.92
ENSG00000028277_POU2F2,5.03,4.41,2.33,10.34,3.60,64.37,79.53,8.10,4.64
ENSG00000028310_BRD9,13.11,40.68,31.42,25.04,20.27,8.32,8.33,1.27,25.66
ENSG00000028528_SNX1,41.62,28.12,47.57,45.98,36.25,6.34,28.71,10.29,24.71
ENSG00000028839_TBPL1,33.62,35.87,36.91,53.82,27.36,3.27,3.07,2.55,23.19
ENSG00000029153_ARNTL2,1.47,2.21,2.00,2.05,0.67,0.00,0.02,0.00,10.73
ENSG00000029363_BCLAF1,22.27,7.45,5.55,107.05,30.01,37.21,114.29,32.85,23.04
ENSG00000029364_SLC39A9,17.05,22.13,23.15,25.67,11.33,3.45,7.31,2.28,28.12
ENSG00000029534_ANK1,1.37,3.88,26.01,95.18,32.28,1.14,4.27,0.20,3.51
ENSG00000029559_IBSP,0.05,0.29,0.36,0.85,1.18,0.00,0.00,0.23,0.00
ENSG00000029639_TFB1M,5.93,3.54,5.45,7.38,4.58,1.63,12.19,3.26,6.57
ENSG00000029725_RABEP1,27.45,12.22,12.92,39.32,18.92,17.71,28.34,6.38,22.27
ENSG00000029993_HMGB3,6.66,66.70,11.49,12.10,7.85,0.00,0.52,0.00,20.86
ENSG00000030066_NUP160,3.61,11.98,5.58,11.41,5.98,6.75,10.87,3.36,21.40
ENSG00000030110_BAK1,7.94,10.10,10.29,9.21,11.13,0.08,2.05,0.42,3.72
ENSG00000030304_MUSK,0.07,0.03,0.01,0.07,0.12,0.04,0.14,0.18,0.06
ENSG00000030419_IKZF2,1.58,0.38,0.66,3.49,2.27,5.92,8.49,3.75,3.44
ENSG00000030582_GRN,61.02,60.66,69.06,46.97,78.56,24.25,43.62,26.32,19.02
ENSG00000031003_FAM13B,5.35,9.92,9.47,38.67,11.99,5.68,35.49,5.23,25.85
ENSG00000031081_ARHGAP31,2.20,3.99,4.58,8.46,6.51,2.92,9.36,1.22,3.18
ENSG00000031691_CENPQ,7.31,0.16,0.88,6.97,1.69,0.88,0.70,0.55,0.47
ENSG00000031698_SARS,78.59,160.05,153.21,135.29,92.02,6.82,27.34,5.51,74.94
ENSG00000031823_RANBP3,31.13,77.28,65.27,62.91,56.29,12.57,21.63,6.64,30.02
ENSG00000032219_ARID4A,3.71,1.39,1.31,20.93,6.52,23.99,29.51,11.58,7.46
ENSG00000032389_EIPR1,22.47,57.14,41.08,39.75,27.24,0.66,9.24,1.20,31.73
ENSG00000032444_PNPLA6,67.50,74.28,101.92,57.85,49.61,9.92,34.89,6.14,36.67
ENSG00000032742_IFT88,8.06,1.60,1.87,7.80,3.25,0.15,1.48,0.48,5.32
ENSG00000033011_ALG1,7.01,17.79,14.81,11.00,13.13,5.07,4.25,0.39,8.13
ENSG00000033030_ZCCHC8,7.71,9.15,10.99,17.33,5.91,14.11,14.69,3.11,12.69
ENSG00000033050_ABCF2,15.47,31.35,32.72,31.24,19.19,2.24,8.19,1.12,16.25
ENSG00000033100_CHPF2,6.79,18.69,15.71,10.72,11.04,0.99,5.12,1.36,14.47
ENSG00000033122_LRRC7,7.97,21.01,8.82,0.51,1.24,0.54,0.11,0.01,79.08
ENSG00000033170_FUT8,36.25,25.58,22.15,29.40,16.34,8.14,8.49,2.08,33.14
ENSG00000033178_UBA6,4.82,1.58,1.90,8.66,4.98,3.30,9.80,5.02,21.54
ENSG00000033327_GAB2,37.70,41.03,32.14,15.05,17.63,13.82,67.07,17.58,24.12
ENSG00000033627_ATP6V0A1,111.39,164.42,292.54,199.76,160.55,86.81,164.65,48.28,74.26
ENSG00000033800_PIAS1,5.95,3.55,5.18,25.32,7.88,99.86,68.56,44.23,12.57
ENSG00000033867_SLC4A7,0.95,1.60,1.69,3.06,2.72,7.83,26.37,3.20,62.57
ENSG00000034053_APBA2,37.09,102.09,125.98,132.40,66.14,2.02,12.20,0.83,68.74
ENSG00000034152_MAP2K3,11.86,13.93,15.67,24.38,17.86,0.35,3.91,0.55,5.54
ENSG00000034239_EFCAB1,0.61,3.70,2.09,1.23,1.49,0.00,0.00,0.00,2.67
ENSG00000034510_TMSB10,1643.44,3597.75,1168.85,393.90,607.64,54.23,112.59,137.25,1332.64
ENSG00000034533_ASTE1,2.83,3.03,2.18,5.44,2.33,0.66,3.26,1.00,2.35
ENSG00000034677_RNF19A,15.75,10.41,6.61,34.87,14.19,3.71,19.54,2.93,34.38
ENSG00000034693_PEX3,5.19,4.41,5.62,14.83,5.69,1.85,1.53,1.81,6.39
ENSG00000034713_GABARAPL2,239.11,310.90,335.11,450.99,221.76,45.02,10.08,10.44,93.61
ENSG00000034971_MYOC,0.08,0.02,0.17,0.20,0.25,0.00,0.00,0.00,0.07
ENSG00000035115_SH3YL1,16.15,17.91,17.28,34.89,17.59,7.56,14.56,3.31,25.12
ENSG00000035141_FAM136A,11.14,25.52,17.01,22.35,12.63,9.21,12.82,4.92,10.61
ENSG00000035403_VCL,4.85,9.46,11.00,8.22,7.94,12.27,5.56,1.48,14.00
ENSG00000035499_DEPDC1B,0.30,1.30,0.31,0.38,0.43,0.00,0.00,0.33,2.06
ENSG00000035664_DAPK2,5.91,4.19,9.14,2.92,4.28,0.34,0.15,0.11,2.49
ENSG00000035681_NSMAF,6.81,11.84,11.51,20.05,9.65,22.31,33.46,9.73,17.17
ENSG00000035687_ADSS,12.28,16.04,22.09,21.52,13.68,3.24,6.62,0.99,14.33
ENSG00000035720_STAP1,0.28,0.10,0.05,0.00,0.05,0.00,0.36,0.03,0.03
ENSG00000035862_TIMP2,94.61,450.51,160.58,48.60,84.10,25.78,31.26,17.21,80.67
ENSG00000035928_RFC1,15.55,5.16,5.36,21.92,8.16,14.92,19.31,10.58,6.85
ENSG00000036054_TBC1D23,11.82,3.39,5.46,22.39,8.60,3.93,14.01,5.25,9.76
ENSG00000036257_CUL3,28.42,19.46,14.53,53.77,21.38,26.62,18.83,6.36,17.39
ENSG00000036448_MYOM2,21.98,13.02,27.39,10.02,10.86,0.00,2.52,0.00,3.86
ENSG00000036473_OTC,0.13,0.13,0.08,0.06,0.10,0.00,0.00,0.00,0.00
ENSG00000036530_CYP46A1,28.93,33.33,93.23,15.18,13.36,1.54,0.04,0.09,7.65
ENSG00000036549_ZZZ3,12.22,3.76,4.70,16.38,7.96,4.38,9.17,1.88,14.91
ENSG00000036565_SLC18A1,0.04,0.05,0.16,0.00,0.00,0.10,11.85,0.00,0.06
ENSG00000036672_USP2,9.64,8.18,32.54,29.32,17.28,0.00,0.54,0.37,3.05
ENSG00000036828_CASR,0.00,0.12,0.09,0.00,0.00,0.45,1.71,0.19,0.09
ENSG00000037042_TUBG2,49.67,55.54,119.75,59.11,50.63,4.90,12.56,1.72,17.44
ENSG00000037241_RPL26L1,24.71,52.45,26.10,21.09,14.85,5.95,5.86,5.41,18.59
ENSG00000037280_FLT4,1.77,2.55,1.65,0.80,2.76,0.00,0.02,0.00,1.64
ENSG00000037474_NSUN2,8.28,26.14,22.04,30.78,18.65,1.75,17.74,1.62,18.12
ENSG00000037637_FBXO42,6.14,20.50,19.05,19.55,13.26,14.72,5.71,2.37,23.77
ENSG00000037749_MFAP3,4.99,18.20,7.95,23.37,8.76,3.33,23.13,4.37,22.13
ENSG00000037757_MRI1,9.67,30.35,28.09,22.56,18.72,2.95,3.79,1.01,19.97
ENSG00000037897_METTL1,7.50,12.55,9.33,3.77,7.57,0.39,9.74,1.22,2.43
ENSG00000037965_HOXC8,0.00,0.01,0.00,0.05,0.03,0.00,0.00,0.00,0.00
ENSG00000038002_AGA,4.68,3.44,6.77,5.69,5.40,0.25,8.09,1.98,2.27
