gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
NCAM1	NCAM1_113221296-113221325	-0.297	0.0424264068711929	2		chr11:113221296-113221325	+	0
NCAM1	NCAM1_113236301-113236315	-0.4575	0.215653845504969	38		chr11:113236301-113236315	+	1
AP003100.2	AP003100.2_112639682-112639751	-0.586882352941176	0.151058714724168	17		chr11:112639682-112639751	+	0
LINC00667	LINC00667_5240648-5240708	-0.508753846153846	0.187205688245679	65		chr18:5240648-5240708	+	0
LINC00667	LINC00667_5240648-5240819	-0.567644736842105	0.218874618839028	76		chr18:5240648-5240819	+	0
LINC00667	LINC00667_5240648-5240964	-0.571519480519481	0.216158056839362	77		chr18:5240648-5240964	+	0
LINC00667	LINC00667_5240648-5241255	-0.655113636363637	0.144079147484838	44		chr18:5240648-5241255	+	0
CEP295	CEP295_93702776-93702919	-0.710868421052631	0.131864914929915	76		chr11:93702776-93702919	+	0
ADGRE2	ADGRE2_14756238-14756345	-0.614575757575757	0.0282732540387447	33		chr19:14756238-14756345	-	0
AAMDC	AAMDC_77831892-77832012	-0.442333333333333	0.109556682437297	6		chr11:77831892-77832012	+	0
EMSY	EMSY_76454749-76454790	-0.358469387755102	0.115979362754906	49		chr11:76454749-76454790	+	0
ATG16L2	ATG16L2_72826173-72826243	-0.227391304347826	0.00300106545444991	69		chr11:72826173-72826243	+	0
AP000812.5	AP000812.5_72089029-72089165	-0.40525	0.0784638811502547	32		chr11:72089029-72089165	+	0
NUMA1	NUMA1_72012401-72012442	-0.4445	0.0558614357137372	2		chr11:72012401-72012442	-	0
PPFIA1	PPFIA1_70349923-70350039	-0.512980769230769	0.229609001871819	52		chr11:70349923-70350039	+	0
TPCN2	TPCN2_69072915-69073001	-0.300347826086957	0.0218449254350622	69		chr11:69072915-69073001	+	0
FAM86C2P	FAM86C2P_67796684-67796833	-0.589585365853659	0.191632848907717	41		chr11:67796684-67796833	-	0
CASKIN1	CASKIN1_2183831-2183941	-0.443303571428572	0.140780282664203	56		chr16:2183831-2183941	-	0
RPS6KB2	RPS6KB2_67428913-67429022	-0.49725	0.0770453579360053	40		chr11:67428913-67429022	+	0
RPS6KB2	RPS6KB2_67428982-67429022	-0.30078125	0.0354205880182071	64		chr11:67428982-67429022	+	0
RPS6KB2	RPS6KB2_67433126-67433216	-0.333393939393939	0.0655478401422911	66		chr11:67433126-67433216	+	0
MPHOSPH9	MPHOSPH9_123202164-123202319	-0.658129032258065	0.0140111008343066	62		chr12:123202164-123202319	-	0
MPHOSPH9	MPHOSPH9_123226288-123226351	-0.386	0.160838428243999	5		chr12:123226288-123226351	-	0
PC	PC_66957740-66957996	-0.5255	0.0148492424049175	2		chr11:66957740-66957996	-	0
SPTBN2	SPTBN2_66721350-66721440	-0.642228571428572	0.140582553129136	70		chr11:66721350-66721440	-	0
IKZF4	IKZF4_56019318-56019415	-0.332172413793103	0.108859040232744	29		chr12:56019318-56019415	+	0
RASGRP2	RASGRP2_64740368-64740449	-0.311833333333333	0.111445185682311	18		chr11:64740368-64740449	-	0
MACROD1	MACROD1_63998838-63998872	-0.295013513513514	0.033085399355302	74		chr11:63998838-63998872	-	0
TRMU	TRMU_46343262-46343368	-0.315375	0.0560841408159546	48		chr22:46343262-46343368	+	0
CARMIL3	CARMIL3_24065622-24065750	-0.4954	0.116360797926611	35		chr14:24065622-24065750	+	0
AGBL2	AGBL2_47677271-47677401	-0.656692307692308	0.125541749108537	13		chr11:47677271-47677401	-	1
AGBL2	AGBL2_47681969-47682095	-0.933333333333333	0.11848312116078	9		chr11:47681969-47682095	-	1
MADD	MADD_47326738-47326807	-0.551924050632911	0.0712649034618956	79		chr11:47326738-47326807	+	0
ARFGAP2	ARFGAP2_47172281-47172333	-0.221961538461538	0.0140027469832502	52		chr11:47172281-47172333	-	0
ATG13	ATG13_46621060-46621157	-0.288	0.129209906740931	16		chr11:46621060-46621157	+	0
TSPAN18	TSPAN18_44897752-44897828	-0.457	0	2		chr11:44897752-44897828	+	0
AP1G1	AP1G1_71808015-71808150	-0.547366197183099	0.136517737145515	71		chr16:71808015-71808150	-	0
IMMP1L	IMMP1L_31456260-31456386	-0.283407407407407	0.003079201435678	27		chr11:31456260-31456386	-	0
IMMP1L	IMMP1L_31473724-31473786	-0.813578947368421	0.197012090667381	38		chr11:31473724-31473786	-	0
METTL15	METTL15_28328095-28328165	-0.224375	0.0208596500450032	8		chr11:28328095-28328165	+	0
MCAM	MCAM_119310349-119310466	-0.340736842105263	0.0320359666296295	76		chr11:119310349-119310466	-	0
ZDHHC13	ZDHHC13_19142978-19143123	-0.454666666666667	0.0357882329690587	57		chr11:19142978-19143123	+	0
MRVI1	MRVI1_10652025-10652182	-0.496666666666667	0.0837157890324957	3		chr11:10652025-10652182	-	0
PPM1A	PPM1A_60277005-60277091	-0.4666	0.155952219403387	20		chr14:60277005-60277091	+	0
NRL	NRL_24084520-24084745	-0.584018181818182	0.169062720216502	55		chr14:24084520-24084745	-	1
GATD1	GATD1_770314-770398	-0.658333333333333	0.146483218606547	3		chr11:770314-770398	-	0
GATD1	GATD1_773428-773629	-0.259612244897959	0.03752266888525	49		chr11:773428-773629	-	0
RNH1	RNH1_504824-504996	-0.21575	0.0177270979012358	4		chr11:504824-504996	-	0
LRRC27	LRRC27_132342213-132342271	-0.644706896551724	0.0567280396093408	58		chr10:132342213-132342271	+	0
FAM24B	FAM24B_122855645-122855786	-0.660864864864866	0.00116247638743819	74		chr10:122855645-122855786	-	0
GPAM	GPAM_112173699-112173845	-0.397641025641025	0.00317037569560487	78		chr10:112173699-112173845	-	0
ADD3	ADD3_110079240-110079297	-0.729869565217391	0.0140463659092634	23		chr10:110079240-110079297	+	0
A1BG-AS1	A1BG-AS1_58353321-58353474	-0.549264705882353	0.116373044057652	34		chr19:58353321-58353474	+	0
A1BG-AS1	A1BG-AS1_58353379-58353474	-0.462741935483871	0.0738493817360423	31		chr19:58353379-58353474	+	0
MFSD13A	MFSD13A_102465982-102466087	-0.3591	0.0214343960337895	10		chr10:102465982-102466087	+	0
POLL	POLL_101583508-101583681	-0.220951219512195	0.00469015575174319	41		chr10:101583508-101583681	-	0
POLL	POLL_101584602-101584720	-0.487969696969697	0.0953311612382347	33		chr10:101584602-101584720	-	0
POLL	POLL_101584602-101584919	-0.513958333333333	0.101744770022593	48		chr10:101584602-101584919	-	0
POLL	POLL_101585316-101585478	-0.4304	0.0466993423018844	15		chr10:101585316-101585478	-	0
POLL	POLL_101585862-101586156	-0.559112903225806	0.148582935370238	62		chr10:101585862-101586156	-	0
COX15	COX15_99718346-99718500	-0.349263157894737	0.0277865043602358	76		chr10:99718346-99718500	-	0
C12orf73	C12orf73_103954875-103954968	-0.437521739130435	0.152467517725425	46		chr12:103954875-103954968	-	0
GCFC2	GCFC2_75691977-75692100	-0.404068965517241	0.0262595982921113	29		chr2:75691977-75692100	-	0
MYO5C	MYO5C_52213188-52213286	-0.671275862068966	0.0563696425402981	58		chr15:52213188-52213286	-	0
FAM234A	FAM234A_253833-253929	-0.388409090909091	0.109196048720991	22		chr16:253833-253929	+	0
AC006453.3	AC006453.3_89580558-89580635	-0.323166666666667	0.0825743007933773	12		chr2:89580558-89580635	-	0
SYT7	SYT7_61546031-61546255	-0.488	0.0395979797464467	2		chr11:61546031-61546255	-	0
IMPDH1	IMPDH1_128409289-128409352	-0.331888888888889	0.107662022603661	9		chr7:128409289-128409352	-	0
MTMR7	MTMR7_17331150-17331282	-0.37835	0.0156247947354938	20		chr8:17331150-17331282	-	0
COBLL1	COBLL1_164703104-164703220	-0.3228	0.117391201193476	35		chr2:164703104-164703220	-	0
C1QTNF6	C1QTNF6_37195381-37195512	-0.8065	0.186815186195083	30		chr22:37195381-37195512	-	0
MAPK10	MAPK10_86277050-86277223	-0.800363636363636	0.140383954017026	11		chr4:86277050-86277223	-	0
G3BP2	G3BP2_75694798-75694929	-0.35276	0.108993832441125	50		chr4:75694798-75694929	-	0
SEPTIN7	SEPTIN7_35831492-35832034	-0.398428571428571	0.161268276926546	21		chr7:35831492-35832034	+	0
GRIK2	GRIK2_102063962-102064048	-0.267	0.0707106781186548	2		chr6:102063962-102064048	+	0
C6orf52	C6orf52_10686966-10687056	-0.853318181818182	0.13145018912072	44		chr6:10686966-10687056	-	1
FAM47E-STBD1	FAM47E-STBD1_76271568-76271768	-0.5099	0.186811948444506	50		chr4:76271568-76271768	+	0
CPEB4	CPEB4_173932450-173932500	-0.300929824561403	0.0205033617880466	57		chr5:173932450-173932500	+	0
MXRA7	MXRA7_76683847-76683927	-0.307150943396226	0.0516662351527777	53		chr17:76683847-76683927	-	0
WDR19	WDR19_39194544-39194659	-0.427789473684211	0.0544002156121335	57		chr4:39194544-39194659	+	0
ACTN2	ACTN2_236734433-236734518	-0.531666666666667	0.185381681446932	30		chr1:236734433-236734518	+	0
SH3PXD2A	SH3PXD2A_103622470-103622553	-0.463383333333333	0.0702976942666617	60		chr10:103622470-103622553	-	0
ZBTB7B	ZBTB7B_155010916-155011015	-0.527	0	2		chr1:155010916-155011015	+	0
RAPH1	RAPH1_203470239-203470313	-0.4766	0.102847929253457	30		chr2:203470239-203470313	-	0
PLAC8	PLAC8_83107804-83107950	-0.306581395348837	0.0292853226346607	43		chr4:83107804-83107950	-	0
GYS1	GYS1_48982720-48982837	-0.303012820512821	0.0165792027362586	78		chr19:48982720-48982837	-	0
ABLIM2	ABLIM2_8027759-8027857	-0.415483870967742	0.14231464458908	31		chr4:8027759-8027857	-	0
HGFAC	HGFAC_3443050-3443146	-0.5231875	0.00459619407771256	32		chr4:3443050-3443146	+	0
PQBP1	PQBP1_48897481-48898093	-0.451985507246376	0.040946339617208	69		chrX:48897481-48898093	+	0
NSD2	NSD2_1893730-1893909	-0.539283582089552	0.125932859212354	67		chr4:1893730-1893909	+	0
PCGF3	PCGF3_732400-732498	-0.302333333333333	0.0535711365071404	6		chr4:732400-732498	+	0
PCGF3	PCGF3_732444-732498	-0.251666666666667	0.042193996413392	3		chr4:732444-732498	+	0
DLG1	DLG1_197076586-197076682	-0.285588235294118	0.0783645797088275	17		chr3:197076586-197076682	-	0
DLG1	DLG1_197076586-197076685	-0.341296296296296	0.086094677229742	27		chr3:197076586-197076685	-	0
ZNF506	ZNF506_19793834-19795660	-0.451534482758621	0.148809334681411	58		chr19:19793834-19795660	-	0
ASCC2	ASCC2_29833541-29833614	-0.593882352941176	0.19152868008243	17		chr22:29833541-29833614	-	0
FTH1	FTH1_61965369-61965577	-0.27241935483871	0.00224757934303237	31		chr11:61965369-61965577	-	0
SDHAP2	SDHAP2_195663624-195663767	-0.5458	0.131801745056733	5		chr3:195663624-195663767	+	0
TMEM44	TMEM44_194593041-194593073	-0.316111111111111	0.0712517400314992	18		chr3:194593041-194593073	-	0
OBSCN	OBSCN_228268530-228268805	-0.659767441860465	0.189926281088379	43		chr1:228268530-228268805	+	1
OBSCN	OBSCN_228291898-228292161	-0.331896551724138	0.00594225082166566	29		chr1:228291898-228292161	+	0
OBSCN	OBSCN_228368339-228368416	-0.371235294117647	0.0179392356713041	17		chr1:228368339-228368416	+	0
TBL1XR1	TBL1XR1_177079827-177079945	-0.488184615384615	0.188028911698748	65		chr3:177079827-177079945	-	0
TBL1XR1	TBL1XR1_177160871-177160988	-0.470138888888889	0.151666391941143	36		chr3:177160871-177160988	-	0
SFXN2	SFXN2_102735862-102735909	-0.999134615384615	0.00437922388214565	52		chr10:102735862-102735909	+	1
NIM1K	NIM1K_43240260-43240390	-0.451666666666667	0.0251064400768674	3		chr5:43240260-43240390	+	0
MTTP	MTTP_99574809-99574970	-0.829931034482759	0.198835526258421	29		chr4:99574809-99574970	+	1
ARHGEF26-AS1	ARHGEF26-AS1_154060014-154060062	-0.437058823529412	0.141359190282634	34		chr3:154060014-154060062	-	0
DZIP1L	DZIP1L_138071643-138071835	-0.534319444444445	0.192049056701585	72		chr3:138071643-138071835	-	0
DZIP1L	DZIP1L_138084113-138084253	-0.758771428571429	0.0798095870577928	70		chr3:138084113-138084253	-	0
DNAJC13	DNAJC13_132466299-132466394	-0.205924242424242	0.000615457454896661	66		chr3:132466299-132466394	+	0
RYR1	RYR1_38478435-38478600	-0.914098360655738	0.108774798692533	61		chr19:38478435-38478600	+	0
CLDN12	CLDN12_90466410-90466513	-0.602849056603773	0.159763093387391	53		chr7:90466410-90466513	+	0
PABPC4	PABPC4_39563836-39563922	-0.227052631578947	0.0127018292448534	57		chr1:39563836-39563922	-	0
ZBTB8OS	ZBTB8OS_32631827-32631879	-0.430983870967742	0.0445485522332818	62		chr1:32631827-32631879	-	0
ZBTB8OS	ZBTB8OS_32632208-32632345	-0.5988	0.263691486400301	5		chr1:32632208-32632345	-	0
ZBTB8OS	ZBTB8OS_32634768-32634792	-0.520055555555556	0.139628697632737	18		chr1:32634768-32634792	-	0
PHLDB2	PHLDB2_111958275-111958295	-0.295166666666667	0.0553838123161151	6		chr3:111958275-111958295	+	0
CACNA1D	CACNA1D_53761998-53762081	-0.627147058823529	0.0604694424973129	34		chr3:53761998-53762081	+	0
CFAP43	CFAP43_104192199-104192302	-0.787344827586207	0.212127029978008	29		chr10:104192199-104192302	-	0
JKAMP	JKAMP_59484990-59485116	-0.264230769230769	0.0344169382866292	13		chr14:59484990-59485116	+	0
ZMIZ1-AS1	ZMIZ1-AS1_79050282-79050417	-0.3715	0.096873629022557	2		chr10:79050282-79050417	-	0
MRNIP	MRNIP_179851243-179851424	-0.385	0	2		chr5:179851243-179851424	-	0
MRNIP	MRNIP_179853197-179853276	-0.381	1.13906478925191e-16	20		chr5:179853197-179853276	-	0
THRB	THRB_24297226-24297371	-0.455476190476191	0.12914331338364	63		chr3:24297226-24297371	-	0
ARMC8	ARMC8_138188401-138188530	-0.450409090909091	0.103617731103968	22		chr3:138188401-138188530	+	0
ARMC8	ARMC8_138188455-138188530	-0.428357142857143	0.081240937630544	28		chr3:138188455-138188530	+	0
ARMC8	ARMC8_138209817-138209893	-0.310740740740741	0.04615240756417	54		chr3:138209817-138209893	+	0
ZSCAN32	ZSCAN32_3390423-3390517	-0.297714285714286	0.0705282786918701	7		chr16:3390423-3390517	-	0
ITIH4	ITIH4_52819754-52819990	-0.623769230769231	0.174131901236793	39		chr3:52819754-52819990	-	0
RAD54B	RAD54B_94432611-94432656	-0.404363636363636	0.162869161096764	33		chr8:94432611-94432656	-	0
OSBPL6	OSBPL6_178372126-178372233	-0.504083333333333	0.0984319935012634	60		chr2:178372126-178372233	+	0
RAD54L2	RAD54L2_51630705-51630931	-0.828693333333332	0.0162072500738082	75		chr3:51630705-51630931	+	0
RAD54L2	RAD54L2_51645024-51645229	-0.213571428571429	0.00196513387637426	63		chr3:51645024-51645229	+	0
ZGRF1	ZGRF1_112548253-112548380	-0.678075757575757	0.214375752834278	66		chr4:112548253-112548380	-	0
MON1A	MON1A_49911526-49912011	-0.316708333333333	0.0444081448985806	48		chr3:49911526-49912011	-	0
FAM66C	FAM66C_8195277-8195412	-0.384530612244898	0.15574111826479	49		chr12:8195277-8195412	+	0
CSNK2A1	CSNK2A1_527933-528049	-0.916876712328767	0.188111221917416	73		chr20:527933-528049	-	1
TANC2	TANC2_63418307-63418407	-0.338230769230769	0.0256405128153845	52		chr17:63418307-63418407	+	0
MLLT6	MLLT6_38721878-38722227	-0.5026875	0.0563664757511732	80		chr17:38721878-38722227	+	0
DOCK9	DOCK9_98809123-98809128	-0.415	0.0551543289325507	2		chr13:98809123-98809128	-	0
IP6K2	IP6K2_48694694-48694824	-0.341484848484849	0.118309477962493	33		chr3:48694694-48694824	-	0
SIK3	SIK3_116867946-116868089	-0.414552631578947	0.0921383589661899	76		chr11:116867946-116868089	-	0
SIK3	SIK3_116875866-116876009	-0.281862745098039	0.0482878948010133	51		chr11:116875866-116876009	-	0
GRIP1	GRIP1_66456187-66456342	-0.734491228070175	0.171494181784587	57		chr12:66456187-66456342	-	1
TRAK1	TRAK1_42151335-42151432	-0.209	0	2		chr3:42151335-42151432	+	0
PITPNB	PITPNB_27854854-27854939	-0.253692307692308	0.0192864290669332	65		chr22:27854854-27854939	-	0
DLEC1	DLEC1_38122071-38122194	-0.661478260869565	0.142097265456593	46		chr3:38122071-38122194	+	1
FGFR1OP2	FGFR1OP2_26960515-26960628	-0.311719298245614	0.0605733776936125	57		chr12:26960515-26960628	+	0
ITGA9-AS1	ITGA9-AS1_37806079-37806185	-0.719	0.168291413922398	2		chr3:37806079-37806185	-	0
UBP1	UBP1_33408690-33408797	-0.305357142857143	0.0698400448749274	14		chr3:33408690-33408797	-	0
RBMS3	RBMS3_29944207-29944254	-0.505142857142857	0.117629361414005	49		chr3:29944207-29944254	+	0
KCNH8	KCNH8_19346652-19346734	-0.55825	0.0693275027069268	20		chr3:19346652-19346734	+	0
TBC1D5	TBC1D5_17562019-17562142	-0.716409090909091	0.166376125545449	22		chr3:17562019-17562142	-	0
TBC1D5	TBC1D5_17586353-17586557	-0.663275862068965	0.128911347320476	29		chr3:17586353-17586557	-	1
TBC1D5	TBC1D5_17622648-17622765	-0.892950819672131	0.199634367968837	61		chr3:17622648-17622765	-	1
PDE9A	PDE9A_42687917-42687994	-0.636013513513514	0.110885167460885	74		chr21:42687917-42687994	+	0
YWHAE	YWHAE_1361092-1361298	-0.510296296296296	0.184707630681325	27		chr17:1361092-1361298	-	0
CHL1	CHL1_398227-398385	-0.297304347826087	0.0649772231300453	23		chr3:398227-398385	+	0
D2HGDH	D2HGDH_241748865-241749929	-0.321117647058824	0.0931202431222362	34		chr2:241748865-241749929	+	0
ELMO2	ELMO2_46387338-46387431	-0.259454545454545	0.0229877437700259	66		chr20:46387338-46387431	-	0
ELMO2	ELMO2_46398697-46398771	-0.536000000000001	6.70501952167426e-16	77		chr20:46398697-46398771	-	0
JMJD7-PLA2G4B	JMJD7-PLA2G4B_41841517-41841571	-0.374854838709678	0.0480607016363352	62		chr15:41841517-41841571	+	0
DTYMK	DTYMK_241680229-241680319	-0.26194	0.0274875927484027	50		chr2:241680229-241680319	-	0
DTYMK	DTYMK_241681919-241682333	-0.5	0	2		chr2:241681919-241682333	-	0
NFU1	NFU1_69423582-69423717	-0.256354838709677	0.0354048474902301	31		chr2:69423582-69423717	-	0
PGS1	PGS1_78382664-78382785	-0.438	0.175362481734264	2		chr17:78382664-78382785	+	0
IL1RAP	IL1RAP_190556130-190556216	-0.462723076923077	0.100052721679046	65		chr3:190556130-190556216	+	0
ZNF827	ZNF827_145763090-145763122	-0.6738	0.0920173896608679	5		chr4:145763090-145763122	-	0
ZNF827	ZNF827_145763402-145763468	-0.501677419354839	0.180750418832116	62		chr4:145763402-145763468	-	0
PRDM8	PRDM8_80200079-80200299	-0.255317073170732	0.00696935802061511	41		chr4:80200079-80200299	+	0
RABGEF1	RABGEF1_66770323-66770467	-0.318117647058824	0.0820250589400437	17		chr7:66770323-66770467	+	0
FAM86EP	FAM86EP_3948090-3948220	-0.653	1.15959013028875e-16	12		chr4:3948090-3948220	-	0
MFF	MFF_227347226-227347384	-0.2465	0.00494974746830584	2		chr2:227347226-227347384	+	0
EXOC1	EXOC1_55888888-55888932	-0.3365	0.105358910396796	2		chr4:55888888-55888932	+	0
ATG9A	ATG9A_219229010-219229174	-0.2845	0.0692384397460077	14		chr2:219229010-219229174	-	0
GMPPB	GMPPB_49722596-49722754	-0.934769230769231	0.112880222427955	26		chr3:49722596-49722754	-	1
RPE	RPE_210009639-210009736	-0.402217391304348	0.0317646981322164	23		chr2:210009639-210009736	+	0
RPE	RPE_210009657-210009736	-0.279173913043478	0.0165382536560574	23		chr2:210009657-210009736	+	0
TTC21A	TTC21A_39120997-39121189	-0.7925	0.0280624304008046	14		chr3:39120997-39121189	+	0
TTC21A	TTC21A_39126261-39126390	-0.4855	0.217585968863238	14		chr3:39126261-39126390	+	0
GRIA4	GRIA4_105971914-105972028	-0.39851724137931	0.049976219390198	58		chr11:105971914-105972028	+	0
DHX40P1	DHX40P1_59995632-59995814	-0.979552631578947	0.0429460361373975	38		chr17:59995632-59995814	-	1
TNS1	TNS1_217829844-217829882	-0.275	0	2		chr2:217829844-217829882	-	0
CACNA1C	CACNA1C_2547450-2547524	-0.331044444444444	0.0983079474165366	45		chr12:2547450-2547524	+	0
FLCN	FLCN_17222501-17222661	-0.604653846153846	0.183224439921686	26		chr17:17222501-17222661	-	0
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3_140535362-140535538	-0.214333333333333	0.0143265487818944	9		chr5:140535362-140535538	+	0
PRKRIP1	PRKRIP1_102397620-102397698	-0.324581818181818	0.0577705201346932	55		chr7:102397620-102397698	+	0
FGF7P3	FGF7P3_39863833-39863942	-0.664555555555555	0.216977871741329	36		chr9:39863833-39863942	-	0
METTL24	METTL24_110315342-110315481	-0.6885	0.0666721967403341	12		chr6:110315342-110315481	-	0
AC132008.2	AC132008.2_197593091-197593159	-0.475085106382979	0.256113751034594	47		chr3:197593091-197593159	-	0
TTC28	TTC28_27990789-27990812	-0.605741935483871	0.025345568635609	31		chr22:27990789-27990812	-	0
GIGYF2	GIGYF2_232722554-232722658	-0.354976190476191	0.109726820007854	42		chr2:232722554-232722658	+	0
SSBP3	SSBP3_54258069-54258149	-0.71156	0.18998863692906	75		chr1:54258069-54258149	-	0
THUMPD3	THUMPD3_9377819-9377888	-0.391049180327869	0.0312684218925464	61		chr3:9377819-9377888	+	0
FKBP7	FKBP7_178469652-178469782	-0.4058	0.0160996894379985	5		chr2:178469652-178469782	-	0
FKBP7	FKBP7_178469652-178469785	-0.337444444444445	0.0106666666666667	9		chr2:178469652-178469785	-	0
FKBP7	FKBP7_178473029-178473142	-0.52695652173913	0.185896715766595	23		chr2:178473029-178473142	-	0
FKBP7	FKBP7_178477062-178477213	-0.5516875	0.0361291924679627	32		chr2:178477062-178477213	-	0
RAPGEF2	RAPGEF2_159344036-159344059	-0.262150943396226	0.0197380891312819	53		chr4:159344036-159344059	+	0
GPR155	GPR155_174483010-174483158	-0.703154929577465	0.181043455548055	71		chr2:174483010-174483158	-	1
DST	DST_56463046-56463156	-0.383358974358974	0.0304144422115267	78		chr6:56463046-56463156	-	0
DST	DST_56529448-56529774	-0.472333333333333	0.099646982527122	72		chr6:56529448-56529774	-	0
SEPTIN6	SEPTIN6_119625335-119625379	-0.5055	0.141480387333369	6		chrX:119625335-119625379	-	0
RBM15	RBM15_110345539-110345649	-0.3541875	0.129871260696271	32		chr1:110345539-110345649	+	0
