gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
ZNF283	ZNF283_43827776-43827940	0.50771186440678	0.134312816915748	59		chr19:43827776-43827940	+	0
AL117190.1	AL117190.1_100936178-100936310	0.686911764705882	0.150601695762327	34		chr14:100936178-100936310	+	0
MEG3	MEG3_100834632-100834751	0.532648148148148	0.224572395135474	54		chr14:100834632-100834751	+	0
UBE2Q2P2	UBE2Q2P2_82408288-82408367	0.33162962962963	0.107428025332222	27		chr15:82408288-82408367	+	0
SLC66A2	SLC66A2_79930228-79930311	0.357238805970149	0.0997416495406916	67		chr18:79930228-79930311	-	0
TTC7B	TTC7B_90603253-90603303	0.290041666666667	0.0130884719731353	72		chr14:90603253-90603303	-	0
TPD52L2	TPD52L2_63887564-63887605	0.471025316455696	0.0406479490394844	79		chr20:63887564-63887605	+	0
NRXN3	NRXN3_79853539-79854217	0.803230769230769	0.199116266159731	39		chr14:79853539-79854217	+	1
NUMB	NUMB_73366897-73366981	0.425333333333333	0.175046660446103	3		chr14:73366897-73366981	-	0
SIPA1L1	SIPA1L1_71704721-71704783	0.502434210526316	0.0443204499153805	76		chr14:71704721-71704783	+	0
SHANK3	SHANK3_50711615-50711638	0.748666666666667	0.109213798027784	78		chr22:50711615-50711638	+	1
EXD2	EXD2_69203917-69204000	0.3530625	0.130901572848433	32		chr14:69203917-69204000	+	0
EXD2	EXD2_69208830-69209082	0.402626666666667	0.0178906387520109	75		chr14:69208830-69209082	+	0
GPHN	GPHN_66985682-66985738	0.2281	0.0156977185395502	50		chr14:66985682-66985738	+	0
DAAM1	DAAM1_59338385-59338414	0.708631578947368	0.0427662926786234	76		chr14:59338385-59338414	+	0
PSMA3-AS1	PSMA3-AS1_58293066-58293138	0.286720588235294	0.149595059938013	68		chr14:58293066-58293138	-	0
DDHD1	DDHD1_53096117-53096218	0.468	0.00599999999999998	4		chr14:53096117-53096218	-	0
DDHD1	DDHD1_53103031-53103051	0.671723076923077	0.09191716850178	65		chr14:53103031-53103051	-	0
ATL1	ATL1_50629995-50630009	0.549418918918919	0.145066447387807	74		chr14:50629995-50630009	+	0
PRORP	PRORP_35126735-35126782	0.28055	0.0752169341271444	40		chr14:35126735-35126782	+	0
AL139353.1	AL139353.1_31428144-31428188	0.496181818181818	0.144272387813891	55		chr14:31428144-31428188	-	0
STRN3	STRN3_30929201-30929311	0.348088235294118	0.119292197323404	34		chr14:30929201-30929311	-	0
TINF2	TINF2_24241890-24241921	0.367555555555556	0.105639849383544	9		chr14:24241890-24241921	-	0
DTNA	DTNA_34866111-34866131	0.340632911392405	0.0591844524835205	79		chr18:34866111-34866131	+	0
RBM23	RBM23_22913724-22913845	0.4874	0.0918547766858099	5		chr14:22913724-22913845	-	0
RPS6KL1	RPS6KL1_74909543-74910148	0.327230769230769	0.0753913720153638	13		chr14:74909543-74910148	-	0
MT1L	MT1L_56618179-56618244	0.338181818181818	0.0992419449444822	11		chr16:56618179-56618244	+	0
ATP11A	ATP11A_112880546-112880649	0.775769230769231	0.142071617909365	26		chr13:112880546-112880649	+	1
TUBGCP3	TUBGCP3_112545699-112545865	0.2695	0.0898025612106916	2		chr13:112545699-112545865	-	0
ARHGEF7	ARHGEF7_111292118-111292294	0.569607594936709	0.106822092418923	79		chr13:111292118-111292294	+	0
SAMD10	SAMD10_63978245-63978361	0.568907692307692	0.168462507241682	65		chr20:63978245-63978361	-	0
ZNF329	ZNF329_58143105-58143198	0.479961538461538	0.133234418437618	52		chr19:58143105-58143198	-	0
LCP1	LCP1_46148782-46148808	0.265211267605634	0.00476269879362455	71		chr13:46148782-46148808	-	0
TPT1-AS1	TPT1-AS1_45351897-45352014	0.600604651162791	0.153855395859211	43		chr13:45351897-45352014	+	0
TPT1-AS1	TPT1-AS1_45369959-45370182	0.372	0.0987397372605665	57		chr13:45369959-45370182	+	0
TPT1-AS1	TPT1-AS1_45370080-45370182	0.377052631578947	0.106458815150782	57		chr13:45370080-45370182	+	0
TPT1-AS1	TPT1-AS1_45390714-45390858	0.601673076923077	0.113100288856247	52		chr13:45390714-45390858	+	0
TPT1-AS1	TPT1-AS1_45390714-45390902	0.454964285714286	0.14893622360359	56		chr13:45390714-45390902	+	0
TPT1-AS1	TPT1-AS1_45390758-45390902	0.494547169811321	0.138045639894055	53		chr13:45390758-45390902	+	0
POLR2F	POLR2F_38025869-38026147	0.575245283018868	0.0421243149500916	53		chr22:38025869-38026147	+	0
NBEA	NBEA_35168987-35168995	0.443696428571428	0.157881534373415	56		chr13:35168987-35168995	+	0
TPM1	TPM1_63061713-63061788	0.395338461538462	0.112763064226927	65		chr15:63061713-63061788	+	0
HMGB1	HMGB1_30461639-30461688	0.833106666666667	0.0788326268943454	75		chr13:30461639-30461688	-	1
WASF3	WASF3_26676549-26676724	0.366962264150943	0.0993443820300317	53		chr13:26676549-26676724	+	0
WASF3	WASF3_26680035-26680201	0.338	0	2		chr13:26680035-26680201	+	0
CENPJ	CENPJ_24886234-24886385	0.63278125	0.0829114313201044	32		chr13:24886234-24886385	-	0
KLHL13	KLHL13_118028424-118028497	0.873896103896104	0.0947562780055377	77		chrX:118028424-118028497	-	0
EP400P1	EP400P1_132085257-132085316	0.364777777777778	0.119525915367524	9		chr12:132085257-132085316	+	0
EP400P1	EP400P1_132090849-132090943	0.3672	0.11078221878984	5		chr12:132090849-132090943	+	0
CLIP1	CLIP1_122276439-122276444	0.814844155844155	0.0632692793448566	77		chr12:122276439-122276444	-	1
CLIP1	CLIP1_122347375-122347479	0.516192307692308	0.175059993997776	78		chr12:122347375-122347479	-	0
PXN	PXN_120215560-120215661	0.244086956521739	0.0325044235359915	23		chr12:120215560-120215661	-	0
GCN1	GCN1_120184112-120184243	0.278333333333333	0.0297040962382856	3		chr12:120184112-120184243	-	0
VSIG10	VSIG10_118135639-118135742	0.821985507246377	0.0839715450322701	69		chr12:118135639-118135742	-	0
IQCD	IQCD_113197541-113197612	0.500875	0.130868536012094	40		chr12:113197541-113197612	-	0
IQCD	IQCD_113207438-113208509	0.696964285714286	0.14192929920924	56		chr12:113207438-113208509	-	0
RBM26	RBM26_79353153-79353224	0.449708333333333	0.106178885253891	48		chr13:79353153-79353224	-	0
ATXN2	ATXN2_111464662-111464715	0.403106382978723	0.174597952331555	47		chr12:111464662-111464715	-	0
C12orf76	C12orf76_110058988-110059163	0.463	0.106078587220356	4		chr12:110058988-110059163	-	0
RIC8B	RIC8B_106874481-106874567	0.528740740740741	0.12077461290564	27		chr12:106874481-106874567	+	0
SCYL2	SCYL2_100317681-100317692	0.637944444444445	0.0196654332389537	72		chr12:100317681-100317692	+	0
RUNX1	RUNX1_34834410-34834601	0.285972222222222	0.0665034848114254	36		chr21:34834410-34834601	-	0
IKBIP	IKBIP_98634296-98634413	0.355384615384615	0.0896431627878858	65		chr12:98634296-98634413	-	0
ATP2B1	ATP2B1_89598590-89598743	0.692075949367089	0.0970197934010743	79		chr12:89598590-89598743	-	0
ATP2B1	ATP2B1_89598657-89598743	0.601141025641026	0.109372439411538	78		chr12:89598657-89598743	-	0
PPP1R12A	PPP1R12A_79806166-79806297	0.611179487179487	0.166233425584483	78		chr12:79806166-79806297	-	0
PPP1R12A	PPP1R12A_79806166-79806333	0.503025974025974	0.173767386409622	77		chr12:79806166-79806333	-	0
CAPS2	CAPS2_75322974-75323087	0.738125	0.13675236625894	32		chr12:75322974-75323087	-	0
RCBTB2	RCBTB2_48522308-48522403	0.929383561643836	0.0720703032803129	73		chr13:48522308-48522403	-	1
AGAP2	AGAP2_57728318-57728377	0.686526315789474	0.107455103639825	76		chr12:57728318-57728377	-	0
SLC26A10	SLC26A10_57625236-57625330	0.3616	0.113812565211404	5		chr12:57625236-57625330	+	0
R3HDM2	R3HDM2_57272453-57272554	0.338883116883117	0.0342167910558137	77		chr12:57272453-57272554	-	0
R3HDM2	R3HDM2_57288857-57288910	0.308666666666667	0.0326025521535724	78		chr12:57288857-57288910	-	0
R3HDM2	R3HDM2_57289009-57289040	0.2415	0.032684388181045	14		chr12:57289009-57289040	-	0
ITGA7	ITGA7_55699870-55699989	0.54	0.0678159273327439	3		chr12:55699870-55699989	-	0
ITGA7	ITGA7_55700262-55700393	0.380944444444444	0.113049428139263	18		chr12:55700262-55700393	-	0
BCAT2	BCAT2_48807756-48808236	0.640384615384615	0.054841496547685	13		chr19:48807756-48808236	-	0
EFCAB6	EFCAB6_43671973-43672133	0.370888888888889	0.087773065977617	9		chr22:43671973-43672133	-	0
C20orf194	C20orf194_3343676-3343731	0.4275	0.187178791533656	6		chr20:3343676-3343731	-	0
POLE	POLE_132658692-132658743	0.633506849315069	0.00339576242327287	73		chr12:132658692-132658743	-	0
SRCAP	SRCAP_30722563-30722748	0.351296875	0.0594198619156875	64		chr16:30722563-30722748	+	0
AC068888.1	AC068888.1_53045587-53045653	0.2858	0.057815415091671	10		chr12:53045587-53045653	-	0
AC068888.1	AC068888.1_53045600-53045653	0.268181818181818	0.0448772062005161	11		chr12:53045600-53045653	-	0
REEP6	REEP6_1496591-1496671	0.459465753424658	0.0416510244611171	73		chr19:1496591-1496671	+	0
LIMA1	LIMA1_50185390-50185448	0.5255625	0.16093892573413	80		chr12:50185390-50185448	-	0
FMNL3	FMNL3_49646639-49646753	0.349681818181818	0.0559633487732789	44		chr12:49646639-49646753	-	0
SPATS2	SPATS2_49371228-49371290	0.38895	0.126572762087916	40		chr12:49371228-49371290	+	0
WNT10B	WNT10B_48967946-48968319	0.498	0.157826645405648	9		chr12:48967946-48968319	-	0
CCNT1	CCNT1_48695999-48696162	0.31595	0.0513517026827841	20		chr12:48695999-48696162	-	0
PPP1R3F	PPP1R3F_49285834-49287727	0.411879310344827	0.139282129127368	58		chrX:49285834-49287727	+	0
SLC48A1	SLC48A1_47772170-47772320	0.314714285714286	0.105231194973755	14		chr12:47772170-47772320	+	0
RAPGEF3	RAPGEF3_47740642-47740823	0.293722222222222	0.0696189676280449	18		chr12:47740642-47740823	-	0
OBI1-AS1	OBI1-AS1_78189608-78189696	0.485818181818182	0.125682749051295	33		chr13:78189608-78189696	+	0
CNTN1	CNTN1_40763096-40763198	0.382860465116279	0.182945682987022	43		chr12:40763096-40763198	+	0
SLC25A23	SLC25A23_6438724-6438821	0.278071428571429	0.0658850564190444	14		chr19:6438724-6438821	-	0
DNM1L	DNM1L_32705825-32705863	0.654576923076923	0.051966152628235	78		chr12:32705825-32705863	+	0
RASSF8-AS1	RASSF8-AS1_25947519-25947622	0.484090909090909	0.140726993075552	22		chr12:25947519-25947622	-	0
KTN1	KTN1_55601757-55601880	0.35825	0.0441335842167159	44		chr14:55601757-55601880	+	0
KLRC4-KLRK1	KLRC4-KLRK1_10379447-10379482	0.566	0.149539292495317	19		chr12:10379447-10379482	-	0
PHC1	PHC1_8916061-8916069	0.272584415584416	0.00368621418028197	77		chr12:8916061-8916069	+	0
RIMKLB	RIMKLB_8699785-8700614	0.438166666666667	0.112490509460197	78		chr12:8699785-8700614	+	0
ERC1	ERC1_1204501-1204512	0.510230769230769	0.0610262713444447	78		chr12:1204501-1204512	+	0
ERC1	ERC1_1410389-1410453	0.733089743589744	0.0481078836041294	78		chr12:1410389-1410453	+	0
WNK1	WNK1_901561-901632	0.488694915254238	0.0755974489255056	59		chr12:901561-901632	+	0
LINC02731	LINC02731_134044108-134044802	0.629	0.190761631362284	6		chr11:134044108-134044802	+	0
NTM	NTM_132317655-132317690	0.3368	0.0407516870816412	5		chr11:132317655-132317690	+	0
TMEM218	TMEM218_125110491-125110549	0.532826086956522	0.13337771000647	46		chr11:125110491-125110549	-	0
SLC37A2	SLC37A2_125084234-125084319	0.2822	0.0638333768494195	5		chr11:125084234-125084319	+	0
MSANTD2	MSANTD2_124779050-124779139	0.599314285714286	0.147577397316655	70		chr11:124779050-124779139	-	0
USP28	USP28_113806489-113806584	0.554029850746269	0.0851784170538263	67		chr11:113806489-113806584	-	0
USP28	USP28_113828844-113828920	0.538402777777778	0.0538259217415754	72		chr11:113828844-113828920	-	0
USP28	USP28_113854258-113854335	0.384	0.109676797910953	15		chr11:113854258-113854335	-	0
NCAM1	NCAM1_113221296-113221325	0.293621621621622	0.060431941219189	37		chr11:113221296-113221325	+	0
NCAM1	NCAM1_113236301-113236315	0.2105	0.000707106781186548	2		chr11:113236301-113236315	+	1
NCAM1	NCAM1_113272933-113273748	0.322513157894737	0.0463239300062945	76		chr11:113272933-113273748	+	0
DDX55	DDX55_123605931-123606159	0.424102564102564	0.146774763869821	39		chr12:123605931-123606159	+	0
LINC00667	LINC00667_5240648-5241255	0.534473684210526	0.10445114138042	19		chr18:5240648-5241255	+	0
FDXACB1	FDXACB1_111878556-111878712	0.429651162790698	0.112041634209051	43		chr11:111878556-111878712	-	0
BBOF1	BBOF1_74046060-74046130	0.475064516129032	0.113502991292116	31		chr14:74046060-74046130	+	0
AP001981.2	AP001981.2_109972326-109972405	0.4686	0.102062165929818	15		chr11:109972326-109972405	+	0
DYNC2H1	DYNC2H1_103241527-103241547	0.588608108108109	0.017080644791948	74		chr11:103241527-103241547	+	0
ZNF585A	ZNF585A_37165595-37165696	0.449771929824561	0.197804468527441	57		chr19:37165595-37165696	-	0
TSNAXIP1	TSNAXIP1_67827473-67827579	0.316888888888889	0.0804960316482192	9		chr16:67827473-67827579	+	0
MKRN3	MKRN3_23566808-23566984	0.532071428571429	0.137914948308851	14		chr15:23566808-23566984	+	0
CCDC81	CCDC81_86397621-86397742	0.589848484848485	0.173697315971657	33		chr11:86397621-86397742	+	0
PICALM	PICALM_85978070-85978093	0.46488	0.106351655344873	75		chr11:85978070-85978093	-	0
PICALM	PICALM_85990250-85990399	0.278884057971015	0.0910304629412084	69		chr11:85990250-85990399	-	0
AAMDC	AAMDC_77831892-77832012	0.5272	0.0943912072176217	5		chr11:77831892-77832012	+	0
AAMDC	AAMDC_77855345-77855482	0.478833333333333	0.116508225746797	6		chr11:77855345-77855482	+	0
EMSY	EMSY_76539599-76539640	0.401769230769231	0.159791638668804	65		chr11:76539599-76539640	+	0
GDPD5	GDPD5_75439340-75439354	0.712554054054054	0.0684685993206269	74		chr11:75439340-75439354	-	0
NEU3	NEU3_74994509-74994720	0.357674418604651	0.0816752340297878	43		chr11:74994509-74994720	+	0
CERS5	CERS5_50132962-50133064	0.441984848484849	0.163744875896269	66		chr12:50132962-50133064	-	0
AP000812.5	AP000812.5_72088340-72088380	0.345357142857143	0.113376532383197	28		chr11:72088340-72088380	+	0
AP000812.5	AP000812.5_72089029-72089165	0.302	0.0212132034355964	2		chr11:72089029-72089165	+	0
NUMA1	NUMA1_72012401-72012442	0.293585714285714	0.0430410969289204	70		chr11:72012401-72012442	-	0
PPFIA1	PPFIA1_70333022-70333096	0.302525641025641	0.00906072494874094	78		chr11:70333022-70333096	+	0
PPFIA1	PPFIA1_70350994-70351023	0.500083333333333	0.128616664856749	72		chr11:70350994-70351023	+	0
PABPC1L	PABPC1L_44938674-44938748	0.340777777777778	0.0816963931492374	18		chr20:44938674-44938748	+	0
NDUFS8	NDUFS8_68032286-68032523	0.535777777777778	0.164458264112572	36		chr11:68032286-68032523	+	0
RPS6KB2	RPS6KB2_67428913-67429022	0.253	0.0183847763108503	2		chr11:67428913-67429022	+	0
RPS6KB2	RPS6KB2_67428982-67429022	0.2605	0.00212132034355964	2		chr11:67428982-67429022	+	0
RPN2	RPN2_37238402-37238449	0.259065573770492	0.0356472854751752	61		chr20:37238402-37238449	+	0
MPHOSPH9	MPHOSPH9_123226288-123226351	0.759783783783784	0.168610684901827	37		chr12:123226288-123226351	-	0
MPHOSPH9	MPHOSPH9_123227463-123227572	0.379117647058824	0.0889120930701648	17		chr12:123227463-123227572	-	0
MPHOSPH9	MPHOSPH9_123227463-123227616	0.313294117647059	0.0581213866682075	17		chr12:123227463-123227616	-	0
MPHOSPH9	MPHOSPH9_123227546-123227616	0.476857142857143	0.141481632252418	42		chr12:123227546-123227616	-	0
PC	PC_66957740-66957996	0.66325	0.168751808071122	56		chr11:66957740-66957996	-	0
RBM4	RBM4_66643450-66643528	0.28075	0.0444674841075717	8		chr11:66643450-66643528	+	0
RBM4	RBM4_66643450-66644140	0.246625	0.0364532479446521	8		chr11:66643450-66644140	+	0
SNX32	SNX32_65851328-65851403	0.494666666666667	0.283951169511004	6		chr11:65851328-65851403	+	0
RELA-DT	RELA-DT_65663427-65663683	0.546944444444444	0.153555031824887	54		chr11:65663427-65663683	+	0
DPF2	DPF2_65344580-65344621	0.589012658227848	0.0856488797763625	79		chr11:65344580-65344621	+	0
NRXN2	NRXN2_64626463-64626552	0.46506329113924	0.102270172829462	79		chr11:64626463-64626552	-	0
NRXN2	NRXN2_64653696-64653722	0.615692307692308	0.0647344842147788	78		chr11:64653696-64653722	-	0
NRXN2	NRXN2_64676993-64677037	0.630415584415584	0.0465112749911105	77		chr11:64676993-64677037	-	0
NRXN2	NRXN2_64677014-64677037	0.705157894736842	0.0876077702233585	76		chr11:64677014-64677037	-	1
PPP1R32	PPP1R32_61485799-61485911	0.466941176470588	0.173668255883464	34		chr11:61485799-61485911	+	0
MS4A7	MS4A7_60385088-60385222	0.581380952380952	0.098010446479177	21		chr11:60385088-60385222	+	0
TMX2	TMX2_57737836-57738026	0.361888888888889	0.145106812135422	18		chr11:57737836-57738026	+	0
FRG1DP	FRG1DP_29096728-29096832	0.981266666666667	0.0645085450227517	15		chr20:29096728-29096832	+	1
MADD	MADD_47288968-47289027	0.463746666666667	0.0716796728193949	75		chr11:47288968-47289027	+	0
MADD	MADD_47292543-47292596	0.515350649350649	0.10050998460925	77		chr11:47292543-47292596	+	0
MADD	MADD_47308980-47309042	0.812151898734177	0.114102752681193	79		chr11:47308980-47309042	+	1
MADD	MADD_47326544-47326552	0.386782051282051	0.0303997810295845	78		chr11:47326544-47326552	+	0
ARFGAP2	ARFGAP2_47172281-47172333	0.474875	0.122059046015794	8		chr11:47172281-47172333	-	0
CKAP5	CKAP5_46753310-46753497	0.505	0.148876746721191	8		chr11:46753310-46753497	-	0
CKAP5	CKAP5_46760352-46760375	0.293594936708861	0.00859713575937787	79		chr11:46760352-46760375	-	0
ATG13	ATG13_46664849-46664959	0.509828571428571	0.172837191668971	70		chr11:46664849-46664959	+	0
PHF21A	PHF21A_45946076-45946098	0.52645	0.2349164409115	20		chr11:45946076-45946098	-	0
TSPAN18	TSPAN18_44897752-44897828	0.308222222222222	0.0581692658717943	36		chr11:44897752-44897828	+	0
C11orf74	C11orf74_36636051-36636117	0.381424657534247	0.133036744904078	73		chr11:36636051-36636117	+	0
CD44	CD44_35211246-35211449	0.632755555555556	0.198036401102464	45		chr11:35211246-35211449	+	0
AP1G1	AP1G1_71806686-71806728	0.610585365853659	0.190771850073557	41		chr16:71806686-71806728	-	0
AP1G1	AP1G1_71808505-71808677	0.540543859649123	0.114830320500579	57		chr16:71808505-71808677	-	0
IMMP1L	IMMP1L_31456260-31456386	0.336727272727273	0.0586226763447233	11		chr11:31456260-31456386	-	0
IMMP1L	IMMP1L_31460626-31460714	0.39221052631579	0.152365875071165	38		chr11:31460626-31460714	-	0
NAV2	NAV2_19884294-19884362	0.39125	0.0136418747343852	68		chr11:19884294-19884362	+	0
NAV2	NAV2_20051289-20051333	0.48548275862069	0.209653953931888	58		chr11:20051289-20051333	+	0
NUCB2	NUCB2_17337348-17337534	0.674196428571429	0.15057023968209	56		chr11:17337348-17337534	+	0
PRDM11	PRDM11_45224217-45224843	0.429581818181818	0.150736548556437	55		chr11:45224217-45224843	+	0
MRVI1	MRVI1_10652025-10652182	0.341647058823529	0.084727460997358	17		chr11:10652025-10652182	-	0
SBF2-AS1	SBF2-AS1_9780376-9780575	0.805742857142857	0.0975680640484027	70		chr11:9780376-9780575	+	0
PPM1A	PPM1A_60277005-60277091	0.3645	0.0850783952207218	4		chr14:60277005-60277091	+	0
IPO7	IPO7_9392198-9392320	0.7374	0.152922754193089	65		chr11:9392198-9392320	+	0
ZNF214	ZNF214_7019683-7019745	0.814982456140351	0.11204088718411	57		chr11:7019683-7019745	-	1
DNHD1	DNHD1_6547863-6548040	0.518727272727273	0.144822022433807	11		chr11:6547863-6548040	+	0
DNHD1	DNHD1_6548645-6548933	0.453272727272727	0.140878597454614	22		chr11:6548645-6548933	+	0
DNHD1	DNHD1_6558902-6559106	0.403	0.0988433103452125	5		chr11:6558902-6559106	+	0
ZNF195	ZNF195_3361976-3362032	0.901242857142857	0.0920640035265772	70		chr11:3361976-3362032	-	0
ZNF195	ZNF195_3361976-3362073	0.892178082191781	0.0936268216653744	73		chr11:3361976-3362073	-	0
ZNF195	ZNF195_3362533-3362602	0.920042253521127	0.0955736719005992	71		chr11:3362533-3362602	-	0
ZNF195	ZNF195_3362546-3362602	0.849820512820513	0.119574651310791	78		chr11:3362546-3362602	-	0
CD151	CD151_834530-834745	0.277246753246753	0.0267060784743433	77		chr11:834530-834745	+	0
CD151	CD151_834530-834803	0.281065789473684	0.025361564371474	76		chr11:834530-834803	+	0
GATD1	GATD1_770314-770398	0.418478260869565	0.171961642013882	23		chr11:770314-770398	-	0
RNH1	RNH1_504824-504888	0.4	0.133006721178999	34		chr11:504824-504888	-	0
RNH1	RNH1_504824-504996	0.374733333333333	0.136698493630762	30		chr11:504824-504996	-	0
FANK1	FANK1_125980161-125980338	0.70664406779661	0.169521920331333	59		chr10:125980161-125980338	+	1
AL353660.1	AL353660.1_74331952-74332013	0.615928571428571	0.164171754816001	28		chr13:74331952-74332013	+	0
AL353660.1	AL353660.1_74399267-74399305	0.596266666666667	0.163962306934362	15		chr13:74399267-74399305	+	0
CTBP2	CTBP2_125133512-125133612	0.820527272727273	0.107177225079574	55		chr10:125133512-125133612	-	0
RAB11FIP2	RAB11FIP2_118033982-118034041	0.339166666666667	0.0526711943758743	54		chr10:118033982-118034041	-	0
ABLIM1	ABLIM1_114453379-114453483	0.524948051948052	0.098739409306024	77		chr10:114453379-114453483	-	0
TCF7L2	TCF7L2_113160619-113160691	0.857618421052632	0.0824213511343209	76		chr10:113160619-113160691	+	0
