SpliceID	geneSymbol	dPSI	Preference_psi	Preference_de	z	sample_id
NA	WRAP53	NA	NA	Down	NA	NA
NA	TP53	NA	NA	Down	-2.9031	pHGG
NA	CSNK1D	NA	NA	Down	NA	NA
NA	RNF157	NA	NA	Down	NA	NA
NA	CBX4	NA	NA	Down	NA	NA
NA	DYM	NA	NA	Down	NA	NA
NA	MAPK4	NA	NA	Down	NA	NA
NA	SMAD4	NA	NA	Down	NA	NA
NA	TNFRSF11A	NA	NA	Down	NA	NA
NA	IGFBP4	NA	NA	Down	NA	NA
NA	BRD4	NA	NA	Down	-2.85114	pHGG
NA	IFNAR1	NA	NA	Down	NA	NA
NA	SIK1	NA	NA	Down	NA	NA
NA	AKT1	NA	NA	Down	NA	NA
NA	LMTK3	NA	NA	Down	NA	NA
NA	ZNF787	NA	NA	Down	NA	NA
NA	CARM1	NA	NA	Down	NA	NA
NA	EPHA2	NA	NA	Down	NA	NA
NA	IL22RA1	NA	NA	Down	NA	NA
NA	HSPG2	NA	NA	Down	NA	NA
NA	CCN1	NA	NA	Down	NA	NA
NA	PRKACB	NA	NA	Down	NA	NA
NA	PSMA5	NA	NA	Down	NA	NA
NA	POGK	NA	NA	Down	NA	NA
NA	TBX19	NA	NA	Down	NA	NA
NA	PRCC	NA	NA	Down	NA	NA
NA	HDGF	NA	NA	Down	NA	NA
NA	RGL1	NA	NA	Down	NA	NA
NA	LHX9	NA	NA	Down	NA	NA
NA	SF3B4	NA	NA	Down	NA	NA
NA	ZNF687	NA	NA	Down	NA	NA
NA	MCL1	NA	NA	Down	-3.1383625	pHGG
NA	ANP32E	NA	NA	Down	NA	NA
NA	SELENBP1	NA	NA	Down	NA	NA
NA	DYRK3	NA	NA	Down	NA	NA
NA	SMYD2	NA	NA	Down	NA	NA
NA	DUSP10	NA	NA	Down	NA	NA
NA	GATAD2B	NA	NA	Down	NA	NA
NA	MAP3K21	NA	NA	Down	NA	NA
NA	SDE2	NA	NA	Down	NA	NA
NA	LEFTY2	NA	NA	Down	NA	NA
NA	PARP1	NA	NA	Down	-3.2076374999999997	pHGG
NA	PSEN2	NA	NA	Down	NA	NA
NA	LBR	NA	NA	Down	NA	NA
NA	ETNK2	NA	NA	Down	NA	NA
NA	OSR1	NA	NA	Down	NA	NA
NA	ASXL2	NA	NA	Down	NA	NA
NA	ZC3H8	NA	NA	Down	NA	NA
NA	AFF3	NA	NA	Down	NA	NA
NA	ZNF385B	NA	NA	Down	NA	NA
NA	TMEFF2	NA	NA	Down	NA	NA
NA	DLX1	NA	NA	Down	NA	NA
NA	HSPD1	NA	NA	Down	NA	NA
NA	ACKR3	NA	NA	Down	NA	NA
NA	HES6	NA	NA	Down	NA	NA
NA	EAF1	NA	NA	Down	NA	NA
NA	CSRNP1	NA	NA	Down	NA	NA
NA	ITGA9	NA	NA	Down	NA	NA
NA	PTPRG	NA	NA	Down	NA	NA
NA	LIMD1	NA	NA	Down	NA	NA
NA	ZNF660	NA	NA	Down	NA	NA
NA	AGTR1	NA	NA	Down	NA	NA
NA	LPP	NA	NA	Down	NA	NA
NA	TCTA	NA	NA	Down	NA	NA
NA	SLIT2	NA	NA	Down	NA	NA
NA	CENPC	NA	NA	Down	NA	NA
NA	TBCK	NA	NA	Down	NA	NA
NA	CAMK2D	NA	NA	Down	NA	NA
NA	SETD7	NA	NA	Down	NA	NA
NA	SFRP2	NA	NA	Down	NA	NA
NA	SKP2	NA	NA	Down	NA	NA
NA	PLK2	NA	NA	Down	NA	NA
NA	PIK3R1	NA	NA	Down	NA	NA
NA	SSBP2	NA	NA	Down	NA	NA
NA	TSLP	NA	NA	Down	NA	NA
NA	G3BP1	NA	NA	Down	NA	NA
NA	MYLK4	NA	NA	Down	NA	NA
NA	TTBK1	NA	NA	Down	NA	NA
NA	NFKBIE	NA	NA	Down	NA	NA
NA	SHPRH	NA	NA	Down	NA	NA
NA	GNA12	NA	NA	Down	NA	NA
NA	RBAK	NA	NA	Down	NA	NA
NA	EGFR	NA	NA	Down	NA	NA
NA	IGFBP3	NA	NA	Down	NA	NA
NA	PURB	NA	NA	Down	NA	NA
NA	IGFBP1	NA	NA	Down	NA	NA
NA	ZNF92	NA	NA	Down	NA	NA
NA	TLK2	NA	NA	Down	NA	NA
NA	CASK	NA	NA	Down	NA	NA
NA	ZMYM3	NA	NA	Down	NA	NA
NA	PRPS1	NA	NA	Down	NA	NA
NA	GPC3	NA	NA	Down	NA	NA
NA	MFHAS1	NA	NA	Down	NA	NA
NA	RPL10	NA	NA	Down	NA	NA
NA	HMBOX1	NA	NA	Down	NA	NA
NA	TERF1	NA	NA	Down	NA	NA
NA	ZNF7	NA	NA	Down	NA	NA
NA	SLC39A4	NA	NA	Down	NA	NA
NA	CDKN2B	NA	NA	Down	NA	NA
NA	CDKN2A	NA	NA	Down	NA	NA
NA	ZNF462	NA	NA	Down	NA	NA
NA	GSN	NA	NA	Down	NA	NA
NA	NR6A1	NA	NA	Down	NA	NA
NA	CRB2	NA	NA	Down	NA	NA
NA	ALAD	NA	NA	Down	NA	NA
NA	POLE3	NA	NA	Down	-3.061675	pHGG
NA	REXO4	NA	NA	Down	NA	NA
NA	CIZ1	NA	NA	Down	NA	NA
NA	NOTCH1	NA	NA	Down	NA	NA
NA	NACC2	NA	NA	Down	NA	NA
NA	MINDY3	NA	NA	Down	NA	NA
NA	A1CF	NA	NA	Down	NA	NA
NA	VAX1	NA	NA	Down	NA	NA
NA	PDCD11	NA	NA	Down	NA	NA
NA	ADAM12	NA	NA	Down	NA	NA
NA	TUT1	NA	NA	Down	NA	NA
NA	PTPRJ	NA	NA	Down	NA	NA
NA	KAT14	NA	NA	Down	NA	NA
NA	CPSF7	NA	NA	Down	NA	NA
NA	EI24	NA	NA	Down	NA	NA
NA	TAGLN	NA	NA	Down	NA	NA
NA	YTHDF1	NA	NA	Down	NA	NA
NA	LTO1	NA	NA	Down	NA	NA
NA	PLCB3	NA	NA	Down	NA	NA
NA	TAOK2	NA	NA	Down	NA	NA
NA	LATS2	NA	NA	Down	NA	NA
NA	FOXO1	NA	NA	Down	NA	NA
NA	THRB	NA	NA	Down	NA	NA
NA	DIP2C	NA	NA	Down	NA	NA
NA	NPAS3	NA	NA	Down	NA	NA
NA	THRSP	NA	NA	Down	NA	NA
NA	NEK7	NA	NA	Down	NA	NA
NA	FER	NA	NA	Down	NA	NA
NA	SCLT1	NA	NA	Down	NA	NA
NA	EPS8	NA	NA	Down	NA	NA
NA	THYN1	NA	NA	Down	NA	NA
NA	NR3C2	NA	NA	Down	NA	NA
NA	KIN	NA	NA	Down	NA	NA
NA	RNF144A	NA	NA	Down	NA	NA
NA	SAV1	NA	NA	Down	NA	NA
NA	TIAL1	NA	NA	Down	NA	NA
NA	BAG3	NA	NA	Down	NA	NA
NA	RABGAP1L	NA	NA	Down	NA	NA
NA	PTPN14	NA	NA	Down	NA	NA
NA	SETBP1	NA	NA	Down	NA	NA
NA	EPG5	NA	NA	Down	NA	NA
NA	TCF7L1	NA	NA	Down	NA	NA
NA	UHMK1	NA	NA	Down	NA	NA
NA	TADA1	NA	NA	Down	NA	NA
NA	GUCY1A2	NA	NA	Down	NA	NA
NA	ZNF773	NA	NA	Down	NA	NA
NA	SUV39H2	NA	NA	Down	NA	NA
NA	USP12	NA	NA	Down	NA	NA
NA	ZFP36L2	NA	NA	Down	NA	NA
NA	SPARCL1	NA	NA	Down	NA	NA
NA	MBNL1	NA	NA	Down	NA	NA
NA	GJA1	NA	NA	Down	NA	NA
NA	HHEX	NA	NA	Down	NA	NA
NA	PTPRK	NA	NA	Down	NA	NA
NA	ZNF117	NA	NA	Down	NA	NA
NA	LMNTD1	NA	NA	Down	NA	NA
NA	CARHSP1	NA	NA	Down	NA	NA
NA	DAB2	NA	NA	Down	NA	NA
NA	ANAPC1	NA	NA	Down	NA	NA
NA	RANBP2	NA	NA	Down	NA	NA
NA	MERTK	NA	NA	Down	NA	NA
NA	FEZF2	NA	NA	Down	NA	NA
NA	INO80C	NA	NA	Down	NA	NA
NA	ING1	NA	NA	Down	NA	NA
NA	CMTM7	NA	NA	Down	NA	NA
NA	UBP1	NA	NA	Down	NA	NA
NA	PTPRD	NA	NA	Down	NA	NA
NA	JAZF1	NA	NA	Down	NA	NA
NA	CEBPG	NA	NA	Down	NA	NA
NA	ZNF599	NA	NA	Down	NA	NA
NA	MSI2	NA	NA	Down	NA	NA
NA	ZUP1	NA	NA	Down	NA	NA
NA	THY1	NA	NA	Down	NA	NA
NA	PRKCA	NA	NA	Down	NA	NA
NA	UCHL1	NA	NA	Down	NA	NA
NA	ENAH	NA	NA	Down	NA	NA
NA	BTG3	NA	NA	Down	NA	NA
NA	GABPA	NA	NA	Down	NA	NA
NA	ADAMTS1	NA	NA	Down	NA	NA
NA	XPC	NA	NA	Down	NA	NA
NA	FLCN	NA	NA	Down	NA	NA
NA	EPHB1	NA	NA	Down	NA	NA
NA	KLF10	NA	NA	Down	NA	NA
NA	CDK19	NA	NA	Down	NA	NA
NA	TTC39B	NA	NA	Down	NA	NA
NA	MOV10	NA	NA	Down	NA	NA
NA	SLC16A1	NA	NA	Down	NA	NA
NA	LRGUK	NA	NA	Down	NA	NA
NA	ZKSCAN2	NA	NA	Down	NA	NA
NA	PPARGC1B	NA	NA	Down	NA	NA
NA	ELMO1	NA	NA	Down	NA	NA
NA	BACH1	NA	NA	Down	NA	NA
NA	CDK20	NA	NA	Down	NA	NA
NA	EEF1A1	NA	NA	Down	NA	NA
NA	HK1	NA	NA	Down	NA	NA
NA	PHF6	NA	NA	Down	NA	NA
NA	CD109	NA	NA	Down	NA	NA
NA	FBXO32	NA	NA	Down	NA	NA
NA	PRR14	NA	NA	Down	NA	NA
NA	FBRS	NA	NA	Down	NA	NA
NA	BUB1B	NA	NA	Down	NA	NA
NA	EIF4A2	NA	NA	Down	NA	NA
NA	SMG1	NA	NA	Down	NA	NA
NA	RBPMS	NA	NA	Down	NA	NA
NA	PAXIP1	NA	NA	Down	NA	NA
NA	STEAP2	NA	NA	Down	NA	NA
NA	MMP14	NA	NA	Down	NA	NA
NA	GATAD1	NA	NA	Down	NA	NA
NA	FCSK	NA	NA	Down	NA	NA
NA	RNF111	NA	NA	Down	NA	NA
NA	DYRK1A	NA	NA	Down	NA	NA
NA	TAB3	NA	NA	Down	NA	NA
NA	SLC34A2	NA	NA	Down	NA	NA
NA	SPPL3	NA	NA	Down	NA	NA
NA	SKI	NA	NA	Down	NA	NA
NA	BABAM2	NA	NA	Down	NA	NA
NA	XDH	NA	NA	Down	NA	NA
NA	CNNM4	NA	NA	Down	NA	NA
NA	EYA3	NA	NA	Down	NA	NA
NA	FANCC	NA	NA	Down	NA	NA
NA	B4GALT5	NA	NA	Down	NA	NA
NA	ZC3H18	NA	NA	Down	NA	NA
NA	ZSCAN12	NA	NA	Down	NA	NA
NA	ELK4	NA	NA	Down	NA	NA
NA	ZNF276	NA	NA	Down	NA	NA
NA	PINK1	NA	NA	Down	NA	NA
NA	IFNGR2	NA	NA	Down	NA	NA
NA	SON	NA	NA	Down	NA	NA
NA	HOXB13	NA	NA	Down	NA	NA
NA	IGF2BP1	NA	NA	Down	NA	NA
NA	CHAF1B	NA	NA	Down	NA	NA
NA	BTG2	NA	NA	Down	NA	NA
NA	HK2	NA	NA	Down	NA	NA
NA	ISL2	NA	NA	Down	NA	NA
NA	CCDC17	NA	NA	Down	NA	NA
NA	GPBP1L1	NA	NA	Down	NA	NA
NA	PSKH1	NA	NA	Down	NA	NA
NA	ZYX	NA	NA	Down	NA	NA
NA	ABR	NA	NA	Down	NA	NA
NA	NPR2	NA	NA	Down	NA	NA
NA	ZNF235	NA	NA	Down	NA	NA
NA	ARHGAP35	NA	NA	Down	NA	NA
NA	ZNF362	NA	NA	Down	NA	NA
NA	NR2F6	NA	NA	Down	NA	NA
NA	RSPH1	NA	NA	Down	NA	NA
NA	PKNOX1	NA	NA	Down	NA	NA
NA	PDXK	NA	NA	Down	NA	NA
NA	CSTB	NA	NA	Down	NA	NA
NA	RALGDS	NA	NA	Down	NA	NA
NA	MCM3AP	NA	NA	Down	NA	NA
NA	PRMT2	NA	NA	Down	NA	NA
NA	ZNF714	NA	NA	Down	NA	NA
NA	PKN3	NA	NA	Down	NA	NA
NA	BRSK1	NA	NA	Down	NA	NA
NA	SAFB	NA	NA	Down	NA	NA
NA	CHTOP	NA	NA	Down	NA	NA
NA	ZBTB7B	NA	NA	Down	NA	NA
NA	AZGP1	NA	NA	Down	NA	NA
NA	ZNF394	NA	NA	Down	NA	NA
NA	CPSF4	NA	NA	Down	NA	NA
NA	LY6E	NA	NA	Down	NA	NA
NA	ZNF333	NA	NA	Down	NA	NA
NA	ORAI2	NA	NA	Down	NA	NA
NA	SH2B2	NA	NA	Down	NA	NA
NA	FBXL13	NA	NA	Down	NA	NA
NA	NAPEPLD	NA	NA	Down	NA	NA
NA	SRSF2	NA	NA	Down	NA	NA
NA	ZNF577	NA	NA	Down	NA	NA
NA	FMNL3	NA	NA	Down	NA	NA
NA	LARP4	NA	NA	Down	NA	NA
NA	SENP3	NA	NA	Down	NA	NA
NA	CCNF	NA	NA	Down	NA	NA
NA	NEU3	NA	NA	Down	NA	NA
NA	LRP5	NA	NA	Down	NA	NA
NA	PLPP3	NA	NA	Down	NA	NA
NA	PRKAA2	NA	NA	Down	NA	NA
NA	GMEB1	NA	NA	Down	NA	NA
NA	JAK1	NA	NA	Down	-3.0858	pHGG
NA	RAVER2	NA	NA	Down	NA	NA
NA	DHRS3	NA	NA	Down	NA	NA
NA	SDC3	NA	NA	Down	NA	NA
NA	CAMK2N1	NA	NA	Down	NA	NA
NA	ALPL	NA	NA	Down	NA	NA
NA	DIRAS3	NA	NA	Down	NA	NA
NA	NFIA	NA	NA	Down	NA	NA
NA	ZNF326	NA	NA	Down	NA	NA
NA	EXTL2	NA	NA	Down	NA	NA
NA	CADM3	NA	NA	Down	NA	NA
NA	DDR2	NA	NA	Down	NA	NA
NA	PEA15	NA	NA	Down	NA	NA
NA	RBM15	NA	NA	Down	NA	NA
NA	MAPKAPK2	NA	NA	Down	NA	NA
NA	VSNL1	NA	NA	Down	NA	NA
NA	H3-3A	NA	NA	Down	NA	NA
NA	MSX1	NA	NA	Down	NA	NA
NA	VPS72	NA	NA	Down	NA	NA
NA	CLDN1	NA	NA	Down	NA	NA
NA	HIPK1	NA	NA	Down	NA	NA
NA	ELF3	NA	NA	Down	NA	NA
NA	IGFBP7	NA	NA	Down	NA	NA
NA	CIP2A	NA	NA	Down	NA	NA
NA	TGFBR2	NA	NA	Down	-2.9115	pHGG
NA	NUAK2	NA	NA	Down	NA	NA
NA	PRKCI	NA	NA	Down	NA	NA
NA	IFI16	NA	NA	Down	NA	NA
NA	PPP4R2	NA	NA	Down	NA	NA
NA	ATXN7	NA	NA	Down	NA	NA
NA	ADAMTS9	NA	NA	Down	NA	NA
NA	GMPS	NA	NA	Down	NA	NA
NA	HESX1	NA	NA	Down	NA	NA
NA	RBM47	NA	NA	Down	NA	NA
NA	TTC14	NA	NA	Down	NA	NA
NA	CXCL3	NA	NA	Up	NA	NA
NA	DTX3L	NA	NA	Down	NA	NA
NA	ZNF148	NA	NA	Down	NA	NA
NA	YEATS2	NA	NA	Down	NA	NA
NA	RPN1	NA	NA	Down	NA	NA
NA	PRKCD	NA	NA	Down	NA	NA
NA	SLBP	NA	NA	Down	NA	NA
NA	RNF168	NA	NA	Down	NA	NA
NA	AIMP1	NA	NA	Down	NA	NA
NA	PLXNB1	NA	NA	Down	NA	NA
NA	APEH	NA	NA	Down	NA	NA
NA	CAMKV	NA	NA	Down	NA	NA
NA	MST1R	NA	NA	Up	NA	NA
NA	RAD54L2	NA	NA	Down	NA	NA
NA	PITX2	NA	NA	Down	NA	NA
NA	HPGD	NA	NA	Down	NA	NA
NA	STK17A	NA	NA	Down	NA	NA
NA	SAP30L	NA	NA	Down	NA	NA
NA	ZNF12	NA	NA	Down	NA	NA
NA	SP8	NA	NA	Down	NA	NA
NA	USP49	NA	NA	Down	NA	NA
NA	HEY1	NA	NA	Down	NA	NA
NA	ZNF704	NA	NA	Down	NA	NA
NA	CTSB	NA	NA	Down	NA	NA
NA	DLC1	NA	NA	Down	NA	NA
NA	HNF4G	NA	NA	Down	NA	NA
NA	EN2	NA	NA	Down	NA	NA
NA	TMEM74	NA	NA	Down	NA	NA
NA	FASTK	NA	NA	Down	NA	NA
NA	FOXK1	NA	NA	Down	NA	NA
NA	OSR2	NA	NA	Down	NA	NA
NA	BAALC	NA	NA	Down	NA	NA
NA	TP53INP1	NA	NA	Down	NA	NA
NA	PDP1	NA	NA	Down	NA	NA
NA	SNAPC3	NA	NA	Down	NA	NA
NA	PSIP1	NA	NA	Down	NA	NA
NA	ABCA1	NA	NA	Down	NA	NA
NA	NFIL3	NA	NA	Down	NA	NA
NA	ZMAT4	NA	NA	Down	NA	NA
NA	HNRNPK	NA	NA	Down	-4.1541925	pHGG
NA	FBP1	NA	NA	Down	NA	NA
NA	ZNF367	NA	NA	Down	NA	NA
NA	BRWD3	NA	NA	Down	NA	NA
NA	MELK	NA	NA	Down	NA	NA
NA	TSHR	NA	NA	Down	NA	NA
NA	GTF2A1	NA	NA	Down	NA	NA
NA	GJB2	NA	NA	Down	NA	NA
NA	DACT1	NA	NA	Down	NA	NA
NA	ZNF503	NA	NA	Down	NA	NA
NA	TSC1	NA	NA	Down	NA	NA
NA	DDX21	NA	NA	Down	NA	NA
NA	NDRG2	NA	NA	Down	NA	NA
NA	ZNF219	NA	NA	Down	NA	NA
NA	SALL2	NA	NA	Down	NA	NA
NA	E2F7	NA	NA	Down	NA	NA
NA	HIF1AN	NA	NA	Down	NA	NA
NA	SPINT1	NA	NA	Down	NA	NA
NA	LARP6	NA	NA	Down	NA	NA
NA	COPS2	NA	NA	Down	-3.50108125	pHGG
NA	ZNF202	NA	NA	Down	NA	NA
NA	APBB1	NA	NA	Down	NA	NA
NA	ILK	NA	NA	Down	NA	NA
NA	TAF10	NA	NA	Down	NA	NA
NA	CYB5A	NA	NA	Down	NA	NA
NA	ATMIN	NA	NA	Down	NA	NA
NA	ZSCAN21	NA	NA	Down	NA	NA
NA	ZNF592	NA	NA	Down	NA	NA
NA	KIF7	NA	NA	Down	NA	NA
NA	RBPMS2	NA	NA	Down	NA	NA
NA	PLK1	NA	NA	Down	NA	NA
NA	ZBTB39	NA	NA	Down	NA	NA
NA	STAT6	NA	NA	Down	NA	NA
NA	YWHAB	NA	NA	Down	NA	NA
NA	GREM1	NA	NA	Down	NA	NA
NA	NKX3-1	NA	NA	Down	NA	NA
NA	TEF	NA	NA	Down	NA	NA
NA	PHB	NA	NA	Down	NA	NA
NA	SAMD14	NA	NA	Down	NA	NA
NA	SP2	NA	NA	Down	NA	NA
NA	CRK	NA	NA	Down	NA	NA
NA	IGF2	NA	NA	Down	NA	NA
NA	CDK12	NA	NA	Down	NA	NA
NA	RRM1	NA	NA	Down	-5.085105	pHGG
NA	ZNF23	NA	NA	Down	NA	NA
NA	ZNF226	NA	NA	Down	NA	NA
NA	RAB8A	NA	NA	Down	NA	NA
NA	CDT1	NA	NA	Down	NA	NA
NA	ZNF641	NA	NA	Down	NA	NA
NA	ZNF610	NA	NA	Down	NA	NA
NA	ZNF528	NA	NA	Down	NA	NA
NA	ZNF701	NA	NA	Down	NA	NA
NA	AXL	NA	NA	Down	NA	NA
NA	TTYH1	NA	NA	Down	NA	NA
NA	ZNF146	NA	NA	Down	NA	NA
NA	ZNF283	NA	NA	Down	NA	NA
NA	DAPK3	NA	NA	Down	NA	NA
NA	ZNF558	NA	NA	Down	NA	NA
NA	TK1	NA	NA	Down	NA	NA
NA	ZNF598	NA	NA	Down	NA	NA
NA	E4F1	NA	NA	Down	NA	NA
NA	SRRM2	NA	NA	Down	NA	NA
NA	ZNF597	NA	NA	Down	NA	NA
NA	SDHAF2	NA	NA	Down	NA	NA
NA	LTBP3	NA	NA	Down	NA	NA
NA	MAP4K2	NA	NA	Down	NA	NA
NA	PAFAH1B2	NA	NA	Down	NA	NA
NA	SETD5	NA	NA	Down	NA	NA
NA	THAP9	NA	NA	Down	NA	NA
NA	HOOK3	NA	NA	Down	NA	NA
NA	RBPJ	NA	NA	Down	NA	NA
NA	IRF2BP2	NA	NA	Down	NA	NA
NA	THAP11	NA	NA	Down	NA	NA
NA	SEPTIN2	NA	NA	Down	NA	NA
NA	MFSD2A	NA	NA	Down	NA	NA
NA	HR	NA	NA	Down	NA	NA
NA	FEN1	NA	NA	Down	NA	NA
NA	STAT3	NA	NA	Down	-3.0429	pHGG
NA	ADAM9	NA	NA	Down	NA	NA
NA	AXIN2	NA	NA	Down	NA	NA
NA	PKIG	NA	NA	Down	NA	NA
NA	ZBTB5	NA	NA	Down	NA	NA
NA	ZNF507	NA	NA	Down	NA	NA
NA	ZBTB49	NA	NA	Down	NA	NA
NA	ATOH8	NA	NA	Down	NA	NA
NA	USP39	NA	NA	Down	NA	NA
NA	MAT2A	NA	NA	Down	NA	NA
NA	COL4A3	NA	NA	Down	NA	NA
NA	MECP2	NA	NA	Down	NA	NA
NA	AR	NA	NA	Down	NA	NA
NA	HSPBAP1	NA	NA	Down	NA	NA
NA	CSNK1G1	NA	NA	Down	NA	NA
NA	ATF5	NA	NA	Down	NA	NA
NA	ZBTB43	NA	NA	Down	NA	NA
NA	MN1	NA	NA	Down	NA	NA
NA	NR0B1	NA	NA	Down	NA	NA
NA	STK32A	NA	NA	Down	NA	NA
NA	SIN3A	NA	NA	Down	NA	NA
NA	NPR1	NA	NA	Down	NA	NA
NA	PLEKHA2	NA	NA	Down	NA	NA
NA	ZEB2	NA	NA	Down	NA	NA
NA	PCBP1	NA	NA	Down	NA	NA
NA	CENPX	NA	NA	Down	NA	NA
NA	ASPSCR1	NA	NA	Down	NA	NA
NA	CNBP	NA	NA	Down	NA	NA
NA	ZNF32	NA	NA	Down	NA	NA
NA	RAC3	NA	NA	Down	NA	NA
NA	ONECUT1	NA	NA	Down	NA	NA
NA	CTNND2	NA	NA	Down	NA	NA
NA	WNT10B	NA	NA	Down	NA	NA
NA	REPS2	NA	NA	Down	NA	NA
NA	TM4SF1	NA	NA	Down	NA	NA
NA	BRD3	NA	NA	Down	NA	NA
NA	ZNF764	NA	NA	Down	NA	NA
NA	MAP3K2	NA	NA	Down	NA	NA
NA	ZNF35	NA	NA	Down	NA	NA
NA	HNRNPA3	NA	NA	Down	NA	NA
NA	SIK2	NA	NA	Down	NA	NA
NA	HOXD4	NA	NA	Down	NA	NA
NA	ZNF282	NA	NA	Down	NA	NA
NA	ELP5	NA	NA	Down	NA	NA
NA	GABARAP	NA	NA	Down	NA	NA
NA	CDK1	NA	NA	Down	NA	NA
NA	FOS	NA	NA	Down	NA	NA
NA	SMAD1	NA	NA	Down	NA	NA
NA	NFXL1	NA	NA	Down	NA	NA
NA	NPAS2	NA	NA	Down	NA	NA
NA	PA2G4	NA	NA	Down	NA	NA
NA	DLGAP1	NA	NA	Down	NA	NA
NA	STAT2	NA	NA	Down	NA	NA
NA	FOXA3	NA	NA	Down	NA	NA
NA	ZNF16	NA	NA	Down	NA	NA
NA	ARMC10	NA	NA	Down	NA	NA
NA	ATF7	NA	NA	Down	NA	NA
NA	HOXB9	NA	NA	Down	NA	NA
NA	CHCHD7	NA	NA	Down	NA	NA
NA	RIOX2	NA	NA	Down	NA	NA
NA	LSM3	NA	NA	Down	NA	NA
NA	RNF139	NA	NA	Down	NA	NA
NA	MSANTD4	NA	NA	Down	NA	NA
NA	HAS2	NA	NA	Down	NA	NA
NA	PRKCE	NA	NA	Down	NA	NA
NA	ZNF672	NA	NA	Down	NA	NA
NA	JUNB	NA	NA	Down	NA	NA
NA	CANT1	NA	NA	Down	NA	NA
NA	CHD7	NA	NA	Down	NA	NA
NA	MCC	NA	NA	Down	NA	NA
NA	ZNF562	NA	NA	Down	NA	NA
NA	ZNF318	NA	NA	Down	NA	NA
NA	ZNF561	NA	NA	Down	NA	NA
NA	CXXC5	NA	NA	Down	NA	NA
NA	ZNF274	NA	NA	Down	NA	NA
NA	ENC1	NA	NA	Down	NA	NA
NA	RGS19	NA	NA	Down	NA	NA
NA	HDAC3	NA	NA	Down	-3.5138	pHGG
NA	NHLH1	NA	NA	Down	NA	NA
NA	BCL2	NA	NA	Down	NA	NA
NA	ZNF570	NA	NA	Down	NA	NA
NA	MLLT3	NA	NA	Down	NA	NA
NA	EIF2AK3	NA	NA	Down	NA	NA
NA	CEBPB	NA	NA	Down	NA	NA
NA	ZNF131	NA	NA	Down	NA	NA
NA	TP53RK	NA	NA	Down	NA	NA
NA	RCAN2	NA	NA	Down	NA	NA
NA	IL16	NA	NA	Down	NA	NA
NA	ARNT2	NA	NA	Down	NA	NA
NA	ZNF24	NA	NA	Down	NA	NA
NA	PPP1CA	NA	NA	Down	NA	NA
NA	RAD9A	NA	NA	Down	NA	NA
NA	MUS81	NA	NA	Down	NA	NA
NA	PURG	NA	NA	Down	NA	NA
NA	CYP7B1	NA	NA	Down	NA	NA
NA	KAT5	NA	NA	Down	NA	NA
NA	TADA2B	NA	NA	Down	NA	NA
NA	KDM2A	NA	NA	Down	NA	NA
NA	CKS1B	NA	NA	Down	NA	NA
NA	ZNF483	NA	NA	Down	NA	NA
NA	TRIB1	NA	NA	Down	NA	NA
NA	SAA1	NA	NA	Down	NA	NA
NA	SMARCC1	NA	NA	Down	NA	NA
NA	ZNF417	NA	NA	Down	NA	NA
NA	MST1	NA	NA	Down	NA	NA
NA	CHD2	NA	NA	Down	NA	NA
NA	EIF1AX	NA	NA	Down	NA	NA
NA	STAT5B	NA	NA	Down	NA	NA
NA	JUP	NA	NA	Down	NA	NA
NA	TIGD3	NA	NA	Down	NA	NA
NA	PLK3	NA	NA	Down	NA	NA
NA	NET1	NA	NA	Down	NA	NA
NA	ZNF791	NA	NA	Down	NA	NA
NA	CBX2	NA	NA	Down	NA	NA
NA	RBM4B	NA	NA	Down	NA	NA
NA	HOXB2	NA	NA	Down	NA	NA
NA	ZHX3	NA	NA	Down	NA	NA
NA	BRSK2	NA	NA	Down	NA	NA
NA	B4GAT1	NA	NA	Down	NA	NA
NA	NR1D2	NA	NA	Down	NA	NA
NA	HRAS	NA	NA	Down	NA	NA
NA	GLMN	NA	NA	Down	NA	NA
NA	ZIC4	NA	NA	Down	NA	NA
NA	CTBP2	NA	NA	Down	NA	NA
NA	ATR	NA	NA	Down	-3.1805642857142855	pHGG
NA	UBE2C	NA	NA	Down	NA	NA
NA	ZNF654	NA	NA	Down	NA	NA
NA	PPM1E	NA	NA	Down	NA	NA
NA	ZNF408	NA	NA	Down	NA	NA
NA	ZNF519	NA	NA	Down	NA	NA
NA	SCUBE2	NA	NA	Down	NA	NA
NA	DRAP1	NA	NA	Down	NA	NA
NA	FOSL1	NA	NA	Down	NA	NA
NA	RPS6KB2	NA	NA	Down	NA	NA
NA	TOM1L2	NA	NA	Down	NA	NA
NA	MLXIP	NA	NA	Down	NA	NA
NA	RUVBL1	NA	NA	Down	NA	NA
NA	ETV4	NA	NA	Down	NA	NA
NA	NUPR1	NA	NA	Down	NA	NA
NA	BNIP3	NA	NA	Down	NA	NA
NA	CLK2	NA	NA	Down	NA	NA
NA	ZNF575	NA	NA	Down	NA	NA
NA	DIRAS1	NA	NA	Down	NA	NA
NA	USF3	NA	NA	Down	NA	NA
NA	CDK5R1	NA	NA	Down	NA	NA
NA	IRX5	NA	NA	Down	NA	NA
NA	THAP4	NA	NA	Down	NA	NA
NA	DEAF1	NA	NA	Down	NA	NA
NA	SIX5	NA	NA	Down	NA	NA
NA	ZBTB34	NA	NA	Down	NA	NA
NA	ULK1	NA	NA	Down	NA	NA
