splicing_event	histology	type	freq
MYO5A:52337810-52337884_52336462-52336556_52340195-52340394	H3.1 K28	inclusion	4
LUC7L:208601-208664_208077-208188_220648-220747	H3.1 K28	inclusion	6
ZMYM2:19970025-19970071_19959957-19960026_19993062-19993919	H3.1 K28	inclusion	6
SRSF2:76735772-76735875_76734146-76735158_76736153-76736464	H3.1 K28	inclusion	4
FAM104A:73212678-73212740_73207364-73209768_73227164-73227264	H3.1 K28	inclusion	5
NT5C3B:41835588-41835682_41835202-41835272_41835858-41835957	H3.1 K28	inclusion	4
NIPA1:22814083-22814153_22812162-22812253_22820312-22820473	H3.1 K28	inclusion	3
NSF:46755499-46755597_46755313-46755369_46755801-46755837	H3.1 K28	inclusion	4
JMJD6:76721263-76721356_76720359-76720498_76721797-76721933	H3.1 K28	inclusion	4
TNFSF12:7553587-7553825_7550942-7550978_7556777-7556902	H3.1 K28	inclusion	4
MPPE1:11897526-11897620_11896982-11897356_11906202-11906309	H3.1 K28	inclusion	3
PET100:7631232-7631321_7630822-7630846_7631472-7631624	H3.1 K28	inclusion	6
SIN3B:16862884-16862979_16862351-16862559_16863679-16863796	H3.1 K28	inclusion	6
GATAD2A:19436131-19436219_19405837-19406019_19465339-19465577	H3.1 K28	inclusion	3
LRRC75B:24588679-24589265_24588213-24588329_24589820-24589949	H3.1 K28	inclusion	4
TFIP11:26511119-26511317_26510616-26510702_26512098-26512175	H3.1 K28	inclusion	4
PEG3:56833290-56833420_56824261-56824427_56836017-56836104	H3.1 K28	inclusion	4
ZNF585B:37198939-37199054_37190023-37190150_37207039-37207254	H3.1 K28	inclusion	3
SAP30L:154452456-154452499_154451090-154451213_154453401-154453485	H3.1 K28	inclusion	3
AFF4:132937649-132937740_132937066-132937193_132963258-132963634	H3.1 K28	inclusion	3
DCAF6:168015781-168015951_168004532-168004793_168038370-168038488	H3.1 K28	inclusion	3
TTC13:230936158-230936264_230933778-230933861_230939385-230939496	H3.1 K28	inclusion	3
TBL2:73576541-73576701_73574382-73574513_73578419-73578619	H3.1 K28	inclusion	4
TCERG1:146462018-146462096_146459214-146459337_146463550-146463793	H3.1 K28	inclusion	3
PACRGL:20702141-20702221_20700457-20700787_20704465-20704524	H3.1 K28	inclusion	4
UBXN2B:58413299-58413371_58411358-58411469_58416849-58416953	H3.1 K28	inclusion	5
CBWD2:113439020-113439117_113437790-113438022_113441350-113441437	H3.1 K28	inclusion	3
SETD5:9434590-9434630_9434333-9434485_9434823-9434882	H3.1 K28	inclusion	3
SMAD4:51077307-51077419_51076637-51076776_51078255-51079470	H3.1 K28	inclusion	4
WASHC2A:50127160-50127222_50126056-50126179_50127582-50127795	H3.1 K28	inclusion	3
POLR1D:27650042-27650241_27648378-27648453_27665685-27667410	H3.1 K28	inclusion	6
POLR1D:27650042-27651352_27648378-27648453_27665685-27667353	H3.1 K28	inclusion	4
OPA1:193603500-193603557_193593217-193593409_193614722-193615041	H3.1 K28	inclusion	3
ATE1:121899866-121899994_121898840-121898969_121902390-121902504	H3.1 K28	inclusion	3
ZNF484:92862140-92862165_92856191-92856318_92875014-92875059	H3.1 K28	inclusion	4
CPLANE1:37157313-37157420_37153739-37153993_37157669-37157814	H3.1 K28	inclusion	5
TP53BP1:43446766-43446914_43446386-43446590_43447365-43447485	H3.1 K28	inclusion	3
OSBPL8:76459859-76459895_76450850-76450988_76487509-76487618	H3.1 K28	inclusion	4
CACNA1C:2547450-2547524_2512811-2512984_2549942-2550033	H3.1 K28	inclusion	3
RBM25:73064972-73065093_73058532-73058705_73071626-73071747	H3.1 K28	inclusion	3
GPATCH8:44438671-44438715_44436477-44436545_44464471-44464544	H3.1 K28	inclusion	3
ZZEF1:4071339-4071446_4070778-4070924_4072607-4072756	H3.1 K28	inclusion	3
MAP2K3:21296086-21296210_21284671-21284969_21298412-21298444	H3.1 K28	inclusion	3
CSPP1:67091803-67091883_67086006-67086110_67093542-67093603	H3.1 K28	inclusion	4
HTT:3202977-3203066_3199731-3199939_3204006-3204148	H3.1 K28	inclusion	6
MSI2:57650650-57650673_57627228-57627303_57652098-57652161	H3.1 K28	inclusion	4
PPP2R2B:147040717-147040805_146878001-146878195_147055664-147055931	H3.1 K28	inclusion	3
IL32:3065621-3065687_3065403-3065494_3065783-3065826	H3.1 K28	inclusion	3
IL32:3065642-3065687_3065376-3065494_3065783-3065826	H3.1 K28	inclusion	3
ASCC1:72102334-72102412_72096520-72097450_72102849-72102967	H3.1 K28	inclusion	3
CSNK2A1:527933-528049_508450-508660_543671-543712	H3.1 K28	inclusion	3
SIPA1L1:71413948-71414014_71321121-71321181_71512742-71512845	H3.1 K28	inclusion	3
CNTN1:40763096-40763198_40692461-40692592_40908356-40908493	H3.1 K28	inclusion	5
NT5C3B:41835588-41835642_41835202-41835272_41835858-41836227	H3.1 K28	inclusion	3
ZBTB33:120252669-120252770_120250811-120250977_120253413-120258398	H3.1 K28	inclusion	4
PXN:120226839-120227117_120224153-120224377_120265616-120265692	H3.1 K28	inclusion	4
SIPA1L2:232608912-232608988_232574173-232574222_232629868-232630109	H3.1 K28	inclusion	4
NSD2:1893730-1893909_1871433-1871542_1900625-1900766	H3.1 K28	inclusion	4
CTIF:48539758-48539831_48539157-48539312_48619537-48619745	H3.1 K28	inclusion	3
ARL6:97765991-97766089_97764520-97764977_97768080-97768230	H3.1 K28	inclusion	3
ZNF789:99485208-99485368_99484029-99484143_99486475-99486800	H3.1 K28	inclusion	3
POLG:89332218-89332374_89330080-89330276_89333095-89333913	H3.1 K28	inclusion	4
FAM171A2:44358945-44359143_44356429-44356588_44359578-44359671	H3.1 K28	inclusion	3
FAM171A2:44359062-44359143_44356429-44356588_44359578-44359671	H3.1 K28	inclusion	4
SERPINH1:75563727-75563770_75562055-75562319_75566315-75566959	H3.1 K28	inclusion	3
RCBTB2:48524659-48524757_48515585-48515741_48533027-48533080	H3.1 K28	inclusion	5
CPNE1:35658930-35658982_35632794-35632923_35664801-35664956	H3.1 K28	inclusion	3
RBM3:48575815-48576083_48575560-48575667_48576313-48576419	H3.1 K28	inclusion	6
RBM3:48575922-48576083_48575560-48575667_48576313-48576419	H3.1 K28	inclusion	4
SIRT2:38889254-38889323_38889086-38889155_38889688-38889745	H3.1 K28	inclusion	3
PCM1:17983233-17983289_17980590-17980755_17985446-17985619	H3.1 K28	inclusion	7
SAMD4A:54784340-54784381_54776410-54776540_54784536-54784620	H3.1 K28	inclusion	3
SAMD4A:54784340-54784447_54776413-54776540_54784536-54784620	H3.1 K28	inclusion	4
TIMM8B:112085967-112086310_112085148-112085462_112086639-112086722	H3.1 K28	inclusion	6
COPS5:67047685-67047859_67045811-67045960_67051229-67051341	H3.1 K28	inclusion	5
ANKHD1:140472239-140472295_140464666-140464776_140482579-140482667	H3.1 K28	inclusion	4
CAMLG:134741066-134741523_134738494-134738792_134750758-134751963	H3.1 K28	inclusion	3
TWF1:43805831-43806002_43804494-43804572_43806220-43806282	H3.1 K28	inclusion	7
HNRNPDL:82425563-82425667_82424628-82424883_82426036-82426129	H3.1 K28	inclusion	5
FAM47E-STBD1:76256178-76256523_76251720-76251820_76263703-76263843	H3.1 K28	inclusion	3
SRSF3:36599821-36600276_36598848-36598983_36601151-36601190	H3.1 K28	inclusion	5
CALM2:47172414-47172459_47170733-47170764_47176440-47176516	H3.1 K28	inclusion	5
FUBP1:77969022-77969084_77968164-77968203_77969924-77970015	H3.1 K28	inclusion	9
TSNAX:231563465-231563629_231561127-231561255_231564527-231566524	H3.1 K28	inclusion	4
SNX7:98662697-98662816_98661809-98661911_98684884-98685067	H3.1 K28	inclusion	4
STAU2:73527691-73527804_73422613-73422702_73552011-73552319	H3.1 K28	inclusion	8
TRA2B:185931577-185931852_185926600-185926734_185937824-185938029	H3.1 K28	inclusion	5
TIAL1:119580471-119580538_119579934-119580010_119581921-119582009	H3.1 K28	inclusion	5
EPB41L2:130878104-130878250_130869562-130870126_130885095-130885268	H3.1 K28	inclusion	3
EPB41L2:130878104-130878250_130870327-130870381_130885095-130885268	H3.1 K28	inclusion	3
P4HA1:73043887-73043957_73030266-73030370_73044980-73045051	H3.1 K28	inclusion	4
SERGEF:18010071-18010139_18007940-18008076_18012850-18012898	H3.1 K28	inclusion	3
PTPRO:15560193-15560276_15557454-15557523_15565592-15565628	H3.1 K28	inclusion	6
BOLA3:74142272-74142360_74135399-74135658_74145188-74145303	H3.1 K28	inclusion	4
BIN1:127057473-127057601_127050801-127050912_127059010-127059155	H3.1 K28	inclusion	6
TPT1:45337467-45337553_45336898-45337388_45338659-45338776	H3.1 K28	inclusion	8
SEPTIN2:241316422-241316540_241315881-241315982_241324215-241324241	H3.1 K28	inclusion	5
SEPTIN2:241320203-241320287_241315354-241315610_241324215-241324241	H3.1 K28	inclusion	5
PBRM1:52558249-52558413_52554723-52554879_52561766-52561968	H3.1 K28	inclusion	3
ENTR1:136410090-136410239_136407825-136407938_136410327-136410609	H3.1 K28	inclusion	6
IGF2BP2:185672541-185672669_185658340-185658409_185675295-185675431	H3.1 K28	inclusion	6
CARS1:3047753-3048001_3042164-3042256_3057342-3057423	H3.1 K28	inclusion	5
ENSG00000261832:28491482-28491513_28489289-28489386_28491713-28491835	H3.1 K28	inclusion	4
ATP5MK:103394199-103394394_103392370-103392466_103396408-103396466	H3.1 K28	inclusion	4
ADGRL1:14164621-14164705_14162947-14163406_14167015-14167030	H3.1 K28	inclusion	4
SEC31A:82861631-82861708_82857688-82857764_82862533-82862572	H3.1 K28	inclusion	4
SEC31A:82861631-82861708_82857688-82857764_82863317-82863392	H3.1 K28	inclusion	5
ATG13:46618325-46618375_46617526-46617890_46630044-46630100	H3.1 K28	inclusion	3
ZDHHC17:76821058-76821167_76815856-76816019_76822405-76822531	H3.1 K28	inclusion	4
TRAFD1:112126085-112126149_112125562-112125618_112130510-112130569	H3.1 K28	inclusion	3
RPL17:49491736-49491833_49491531-49491584_49492257-49492409	H3.1 K28	inclusion	4
RPL17:49491736-49491833_49491531-49491584_49492274-49492399	H3.1 K28	inclusion	4
RPL17:49491746-49491833_49491531-49491584_49492274-49492428	H3.1 K28	inclusion	3
SNX6:34604135-34604268_34603347-34603471_34605595-34605717	H3.1 K28	inclusion	6
NME1:51154225-51154444_51153575-51153662_51155650-51155780	H3.1 K28	inclusion	7
CCNC:99544179-99544273_99542501-99543609_99545111-99545230	H3.1 K28	inclusion	5
CCNC:99544206-99544273_99543463-99543609_99545111-99545230	H3.1 K28	inclusion	6
UBL7:74460668-74460778_74458683-74458896_74461036-74461118	H3.1 K28	inclusion	4
PPP1CB:28778351-28778589_28776850-28776982_28778808-28778931	H3.1 K28	inclusion	3
ST3GAL3:43858135-43858308_43838218-43838311_43894382-43894420	H3.1 K28	inclusion	5
TBCK:106237491-106237538_106236758-106236808_106242469-106242569	H3.1 K28	inclusion	3
TBCK:106254947-106255047_106251865-106252007_106260436-106260510	H3.1 K28	inclusion	4
DNAJC21:34949543-34949677_34945721-34945803_34950169-34950257	H3.1 K28	inclusion	5
MFSD1:158825178-158825301_158824123-158824236_158826014-158826062	H3.1 K28	inclusion	4
PUM2:20326261-20326385_20318536-20318645_20327309-20327378	H3.1 K28	inclusion	3
ROBO2:77642671-77642943_77634924-77635043_77644703-77644904	H3.1 K28	inclusion	3
TMEM214:27037790-27037892_27037560-27037702_27038145-27038237	H3.1 K28	inclusion	5
FAM13C:59361026-59361110_59355886-59355943_59362398-59362437	H3.1 K28	inclusion	4
EIF2AK3:88593913-88594108_88593271-88593405_88595468-88595663	H3.1 K28	inclusion	3
BCHE:165777717-165777795_165772904-165773506_165786144-165786311	H3.1 K28	inclusion	4
EEF1B2:206160887-206161132_206160587-206160710_206161345-206161472	H3.1 K28	inclusion	3
PRRC2C:171589369-171589605_171588378-171588505_171591151-171591204	H3.1 K28	inclusion	6
WDR73:84645973-84646085_84645468-84645836_84646183-84646348	H3.1 K28	inclusion	3
WNK1:867866-869104_862082-862270_871264-871348	H3.1 K28	inclusion	5
CDC42:22078706-22078881_22078428-22078583_22081721-22081794	H3.1 K28	inclusion	5
NSMAF:58637234-58637389_58635467-58635546_58642983-58643073	H3.1 K28	inclusion	3
CRELD1:9943902-9944095_9943076-9943515_9944364-9944971	H3.1 K28	inclusion	3
NFIB:14112999-14113081_14102421-14102510_14120439-14120624	H3.1 K28	inclusion	6
BCAS3:60688932-60689046_60683981-60684036_60689685-60689761	H3.1 K28	inclusion	4
EPB41L2:130876674-130876775_130870327-130870381_130885095-130885268	H3.1 K28	inclusion	3
ANK3:60137342-60137353_60134270-60134373_60138963-60139087	H3.1 K28	inclusion	3
TWF1:43805831-43805885_43804494-43804572_43806220-43806287	H3.1 K28	inclusion	4
MICOS10:19600787-19600971_19596982-19597109_19622099-19622147	H3.1 K28	inclusion	3
SEPTIN2:241316422-241316540_241315354-241315610_241324215-241324241	H3.1 K28	inclusion	3
SEPTIN2:241316430-241316540_241315893-241315982_241324215-241324241	H3.1 K28	inclusion	4
NDUFA3:54105597-54105703_54103113-54103188_54105933-54106011	H3.1 K28	inclusion	4
CD27-AS1:6450474-6450708_6448639-6448737_6450892-6450980	H3.1 K28	inclusion	5
WBP1:74458832-74458919_74458438-74458671_74459642-74459745	H3.1 K28	inclusion	4
WBP1:74458832-74459117_74458471-74458671_74459642-74459745	H3.1 K28	inclusion	6
CXXC1:50287423-50287508_50286739-50286858_50287586-50287679	H3.1 K28	inclusion	3
ZNF135:58059974-58060035_58059268-58059310_58061579-58061706	H3.1 K28	inclusion	3
ZNF569:37454834-37455073_37444906-37444964_37465312-37465473	H3.1 K28	inclusion	4
SHMT1:18360414-18360552_18355978-18356000_18363371-18363542	H3.1 K28	inclusion	3
LMTK3:48509135-48509248_48508850-48508969_48509436-48509513	H3.1 K28	inclusion	4
KIAA1958:112617871-112617954_112574056-112575251_112645649-112645822	H3.1 K28	inclusion	4
KCNC4:110232221-110232597_110225974-110226178_110232910-110234044	H3.1 K28	inclusion	3
RNF141:10531827-10532015_10530642-10530751_10534015-10534205	H3.1 K28	inclusion	3
FGFR3:1802914-1803064_1801834-1802025_1803691-1803836	H3.1 K28	inclusion	3
TMEM94:75492239-75492337_75491690-75491852_75492473-75492742	H3.1 K28	inclusion	3
HM13:31568078-31568224_31561633-31561736_31569119-31569326	H3.1 K28	inclusion	4
AXL:41239694-41239720_41239163-41239314_41242882-41243015	H3.1 K28	inclusion	3
RCC1:28530523-28530573_28529857-28529939_28531802-28531818	H3.1 K28	inclusion	5
B3GALNT1:161104785-161104895_161103426-161104406_161105234-161105261	H3.1 K28	inclusion	6
SORBS2:185676997-185677638_185662103-185662242_185678422-185678478	H3.1 K28	inclusion	3
AP2M1:184180562-184180650_184180168-184180251_184180848-184180984	H3.1 K28	inclusion	4
RPS6KB2:67432353-67432492_67431367-67431515_67432599-67432657	H3.1 K28	inclusion	3
RPS6KB2:67432356-67432492_67431367-67431515_67432599-67432657	H3.1 K28	inclusion	3
LINC00511:72420700-72421066_72403321-72404816_72428235-72428298	H3.1 K28	inclusion	4
CYTH4:37304172-37304286_37303253-37303402_37309211-37309323	H3.1 K28	inclusion	4
AFF2:148837647-148837733_148809875-148809920_148842965-148843002	H3.1 K28	inclusion	3
VRK2:58154754-58154802_58146315-58146474_58159348-58159871	H3.1 K28	inclusion	4
SETD5:9434045-9434181_9433844-9433950_9434276-9434485	H3.1 K28	inclusion	4
ZNF880:52379421-52379540_52374298-52374427_52383848-52383969	H3.1 K28	inclusion	6
UBE2W:73870269-73870301_73830380-73830472_73878807-73878862	H3.1 K28	inclusion	7
RPS6KC1:213072870-213072986_213071005-213071041_213077695-213077816	H3.1 K28	inclusion	4
OPTN:13108962-13109015_13108137-13108289_13109111-13109288	H3.1 K28	inclusion	4
LARP4B:870009-870083_864153-864270_884446-884506	H3.1 K28	inclusion	3
GRIA1:153794621-153794735_153770167-153770415_153795475-153795590	H3.1 K28	inclusion	3
CACNA1H:1212511-1212528_1211945-1212138_1213779-1213931	H3.1 K28	inclusion	3
SH3BP2:2823395-2823573_2822934-2823037_2824612-2824730	H3.1 K28	inclusion	5
BOD1L1:13623390-13626312_13619942-13620067_13627344-13627701	H3.1 K28	inclusion	3
SHF:45172149-45172318_45170665-45172002_45175218-45175425	H3.1 K28	inclusion	3
PHACTR4:28432931-28433046_28407409-28407463_28459084-28459258	H3.1 K28	inclusion	3
KLHDC8A:205344134-205344458_205343228-205343793_205356532-205356569	H3.1 K28	inclusion	3
MTMR1:150714479-150714529_150699194-150699300_150718624-150718700	H3.1 K28	inclusion	3
TMEM255A:120285625-120285696_120285126-120285215_120287153-120287222	H3.1 K28	inclusion	3
AP1B1:29339754-29339774_29338989-29339133_29340655-29340857	H3.1 K28	inclusion	4
ENTPD6:25206522-25206590_25195700-25195867_25207075-25207397	H3.1 K28	inclusion	5
RIN2:19935439-19935607_19935098-19935199_19956614-19956807	H3.1 K28	inclusion	3
HNRNPL:38841613-38841682_38840487-38840559_38843841-38843914	H3.1 K28	inclusion	6
ADCYAP1R1:31081713-31081754_31077990-31078098_31084140-31084250	H3.1 K28	inclusion	4
RNASET2:166955484-166955627_166952487-166952548_166956096-166956182	H3.1 K28	inclusion	3
HAGH:1826507-1826602_1822864-1823037_1826711-1826841	H3.1 K28	inclusion	6
MINK1:4890222-4890308_4889646-4889763_4890516-4890735	H3.1 K28	inclusion	4
KIAA0408:127451282-127451317_127449989-127450352_127453846-127454101	H3.1 K28	inclusion	7
SIPA1L2:232533490-232533583_232513856-232515608_232574173-232574222	H3.1 K28	inclusion	3
FAM168A:73420890-73420901_73419873-73419999_73425021-73425048	H3.1 K28	inclusion	4
ACOX3:8373561-8373628_8370907-8370994_8374977-8375152	H3.1 K28	inclusion	4
ZMIZ2:44760151-44760228_44759280-44759460_44760424-44760593	H3.1 K28	inclusion	5
C6orf136:30647606-30647846_30647185-30647303_30649557-30649913	H3.1 K28	inclusion	4
DTNA:34866111-34866131_34863965-34864062_34875238-34875398	H3.1 K28	inclusion	4
TMEM144:158212061-158212220_158211452-158211574_158212607-158212698	H3.1 K28	inclusion	4
ANK2:113323759-113323794_113318516-113318620_113330245-113330470	H3.1 K28	inclusion	4
PCBP4:51961941-51962088_51961159-51961304_51962809-51962892	H3.1 K28	inclusion	5
SLAIN2:48394576-48394653_48383646-48383784_48420124-48420443	H3.1 K28	inclusion	7
DLG1:197076586-197076682_197075836-197075870_197081050-197081117	H3.1 K28	inclusion	4
SLC25A36:140966934-140967036_140963126-140963227_140970926-140970993	H3.1 K28	inclusion	6
TARBP1:234400853-234400948_234398381-234398553_234401180-234401262	H3.1 K28	inclusion	4
DNM3:172093696-172093725_172092823-172092875_172131174-172131288	H3.1 K28	inclusion	3
UBE4B:10106197-10106583_10105515-10105744_10117458-10117600	H3.1 K28	inclusion	7
LIMCH1:41687840-41687917_41685709-41685830_41689526-41689635	H3.1 K28	inclusion	4
CLASP2:33559125-33559175_33551251-33551395_33559306-33559385	H3.1 K28	inclusion	5
IL1RAP:190556130-190556216_190514084-190514219_190564288-190564353	H3.1 K28	inclusion	3
SMAD2:47920072-47920169_47896520-47896809_47930360-47930599	H3.1 K28	inclusion	4
LINC01736:230005958-230006098_230002695-230002993_230006772-230007195	H3.1 K28	inclusion	5
MBNL2:97356796-97356849_97346803-97347067_97357481-97357635	H3.1 K28	inclusion	5
MFN2:11982523-11982590_11981809-11982114_11989164-11989343	H3.1 K28	inclusion	4
SPECC1L:24276700-24276803_24270830-24270983_24302194-24302384	H3.1 K28	inclusion	3
FAAP20:2192845-2192975_2189712-2189781_2193638-2193910	H3.1 K28	inclusion	7
PRPF38B:108693590-108693642_108692326-108692867_108695701-108695770	H3.1 K28	inclusion	5
CLIP1:122347375-122347479_122340752-122341697_122352725-122352786	H3.1 K28	inclusion	3
ENSG00000233184:101077363-101077508_101025849-101026061_101086851-101087265	H3.1 K28	inclusion	3
ENSG00000233184:101083461-101083574_101025854-101026061_101086851-101087193	H3.1 K28	inclusion	3
SEZ6L2:29872705-29872743_29872408-29872526_29873239-29873431	H3.1 K28	inclusion	4
NAB1:190649831-190649982_190649082-190649360_190659157-190659476	H3.1 K28	inclusion	3
CCNT2:134945889-134945975_134942611-134942674_134946100-134946146	H3.1 K28	inclusion	4
TNK2:195869497-195869541_195867360-195868709_195870113-195870168	H3.1 K28	inclusion	3
GIGYF2:232700585-232700654_232697304-232697392_232703423-232703489	H3.1 K28	inclusion	5
TBC1D5:17562019-17562142_17508473-17508605_17623848-17623913	H3.1 K28	inclusion	4
POMGNT2:43090488-43090609_43079231-43081536_43105835-43105858	H3.1 K28	inclusion	5
TAOK3:118235795-118236693_118235557-118235671_118238072-118238169	H3.1 K28	inclusion	6
SLC66A2:79949519-79949636_79943328-79943462_79950723-79951025	H3.1 K28	inclusion	4
SGIP1:66635944-66636015_66633069-66633094_66639776-66639833	H3.1 K28	inclusion	4
